date,section,commodity,specification,price_php_per_kg,source_pdf
2026-04-29,IMPORTED COMMERCIAL RICE,Basmati,,210.83,Daily-Price-Index-April-29-2026.pdf
2026-04-29,IMPORTED COMMERCIAL RICE,Glutinous,,61.43,Daily-Price-Index-April-29-2026.pdf
2026-04-29,IMPORTED COMMERCIAL RICE,Japonica/Jasponica,,63.48,Daily-Price-Index-April-29-2026.pdf
2026-04-29,IMPORTED COMMERCIAL RICE,Other Special,White Rice,61.52,Daily-Price-Index-April-29-2026.pdf
2026-04-29,IMPORTED COMMERCIAL RICE,Premium,5% broken,58.79,Daily-Price-Index-April-29-2026.pdf
2026-04-29,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,48.00,Daily-Price-Index-April-29-2026.pdf
2026-04-29,IMPORTED COMMERCIAL RICE,Regular Milled,20-40% bran streak,42.50,Daily-Price-Index-April-29-2026.pdf
2026-04-29,LOCAL COMMERCIAL RICE,Glutinous,,75.80,Daily-Price-Index-April-29-2026.pdf
2026-04-29,LOCAL COMMERCIAL RICE,Other Special,White Rice,60.60,Daily-Price-Index-April-29-2026.pdf
2026-04-29,LOCAL COMMERCIAL RICE,Premium,5% broken,55.71,Daily-Price-Index-April-29-2026.pdf
2026-04-29,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,50.58,Daily-Price-Index-April-29-2026.pdf
2026-04-29,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,44.86,Daily-Price-Index-April-29-2026.pdf
2026-04-30,IMPORTED COMMERCIAL RICE,Basmati,,210.83,Daily-Price-Index-April-30-2026.pdf
2026-04-30,IMPORTED COMMERCIAL RICE,Glutinous,,61.34,Daily-Price-Index-April-30-2026.pdf
2026-04-30,IMPORTED COMMERCIAL RICE,Japonica/Jasponica,,63.78,Daily-Price-Index-April-30-2026.pdf
2026-04-30,IMPORTED COMMERCIAL RICE,Other Special,White Rice,60.70,Daily-Price-Index-April-30-2026.pdf
2026-04-30,IMPORTED COMMERCIAL RICE,Premium,5% broken,58.65,Daily-Price-Index-April-30-2026.pdf
2026-04-30,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,48.00,Daily-Price-Index-April-30-2026.pdf
2026-04-30,IMPORTED COMMERCIAL RICE,Regular Milled,20-40% bran streak,42.50,Daily-Price-Index-April-30-2026.pdf
2026-04-30,LOCAL COMMERCIAL RICE,Glutinous,,75.80,Daily-Price-Index-April-30-2026.pdf
2026-04-30,LOCAL COMMERCIAL RICE,Other Special,White Rice,60.58,Daily-Price-Index-April-30-2026.pdf
2026-04-30,LOCAL COMMERCIAL RICE,Premium,5% broken,55.69,Daily-Price-Index-April-30-2026.pdf
2026-04-30,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,50.53,Daily-Price-Index-April-30-2026.pdf
2026-04-30,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,45.00,Daily-Price-Index-April-30-2026.pdf
2026-05-01,IMPORTED COMMERCIAL RICE,Basmati,,210.83,Daily-Price-Index-May-1-2026.pdf
2026-05-01,IMPORTED COMMERCIAL RICE,Glutinous,,61.60,Daily-Price-Index-May-1-2026.pdf
2026-05-01,IMPORTED COMMERCIAL RICE,Japonica/Jasponica,,63.78,Daily-Price-Index-May-1-2026.pdf
2026-05-01,IMPORTED COMMERCIAL RICE,Other Special,White Rice,60.36,Daily-Price-Index-May-1-2026.pdf
2026-05-01,IMPORTED COMMERCIAL RICE,Premium,5% broken,58.57,Daily-Price-Index-May-1-2026.pdf
2026-05-01,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,48.00,Daily-Price-Index-May-1-2026.pdf
2026-05-01,IMPORTED COMMERCIAL RICE,Regular Milled,20-40% bran streak,42.50,Daily-Price-Index-May-1-2026.pdf
2026-05-01,LOCAL COMMERCIAL RICE,Glutinous,,75.80,Daily-Price-Index-May-1-2026.pdf
2026-05-01,LOCAL COMMERCIAL RICE,Other Special,White Rice,60.76,Daily-Price-Index-May-1-2026.pdf
2026-05-01,LOCAL COMMERCIAL RICE,Premium,5% broken,55.93,Daily-Price-Index-May-1-2026.pdf
2026-05-01,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,50.67,Daily-Price-Index-May-1-2026.pdf
2026-05-01,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,44.69,Daily-Price-Index-May-1-2026.pdf
2026-05-02,IMPORTED COMMERCIAL RICE,Basmati,,210.83,Daily-Price-Index-May-2-2026.pdf
2026-05-02,IMPORTED COMMERCIAL RICE,Glutinous,,61.60,Daily-Price-Index-May-2-2026.pdf
2026-05-02,IMPORTED COMMERCIAL RICE,Japonica/Jasponica,,63.90,Daily-Price-Index-May-2-2026.pdf
2026-05-02,IMPORTED COMMERCIAL RICE,Other Special,White Rice,60.36,Daily-Price-Index-May-2-2026.pdf
2026-05-02,IMPORTED COMMERCIAL RICE,Premium,5% broken,58.56,Daily-Price-Index-May-2-2026.pdf
2026-05-02,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,48.00,Daily-Price-Index-May-2-2026.pdf
2026-05-02,IMPORTED COMMERCIAL RICE,Regular Milled,20-40% bran streak,42.50,Daily-Price-Index-May-2-2026.pdf
2026-05-02,LOCAL COMMERCIAL RICE,Glutinous,,75.80,Daily-Price-Index-May-2-2026.pdf
2026-05-02,LOCAL COMMERCIAL RICE,Other Special,White Rice,60.76,Daily-Price-Index-May-2-2026.pdf
2026-05-02,LOCAL COMMERCIAL RICE,Premium,5% broken,55.93,Daily-Price-Index-May-2-2026.pdf
2026-05-02,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,50.66,Daily-Price-Index-May-2-2026.pdf
2026-05-02,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,44.85,Daily-Price-Index-May-2-2026.pdf
2026-05-02,KADIWA RICE-FOR-ALL,P20 Benteng Bigas Meron Na,kg,20.00,Weekly-Average-Prices-April-27-May-2-2026.pdf
2026-05-02,IMPORTED COMMERCIAL RICE,Basmati,kg,210.83,Weekly-Average-Prices-April-27-May-2-2026.pdf
2026-05-02,IMPORTED COMMERCIAL RICE,Glutinous,kg,61.52,Weekly-Average-Prices-April-27-May-2-2026.pdf
2026-05-02,IMPORTED COMMERCIAL RICE,Japonica/Jasponica,kg,63.67,Weekly-Average-Prices-April-27-May-2-2026.pdf
2026-05-02,IMPORTED COMMERCIAL RICE,Other Special,White Rice,61.09,Weekly-Average-Prices-April-27-May-2-2026.pdf
2026-05-02,IMPORTED COMMERCIAL RICE,Premium,5% broken,58.71,Weekly-Average-Prices-April-27-May-2-2026.pdf
2026-05-02,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,48.00,Weekly-Average-Prices-April-27-May-2-2026.pdf
2026-05-02,IMPORTED COMMERCIAL RICE,Regular Milled,20-40% bran streak,42.50,Weekly-Average-Prices-April-27-May-2-2026.pdf
2026-05-02,LOCAL COMMERCIAL RICE,Glutinous,kg,75.71,Weekly-Average-Prices-April-27-May-2-2026.pdf
2026-05-02,LOCAL COMMERCIAL RICE,Other Special,White Rice,60.66,Weekly-Average-Prices-April-27-May-2-2026.pdf
2026-05-02,LOCAL COMMERCIAL RICE,Premium,5% broken,55.80,Weekly-Average-Prices-April-27-May-2-2026.pdf
2026-05-02,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,50.61,Weekly-Average-Prices-April-27-May-2-2026.pdf
2026-05-02,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,44.99,Weekly-Average-Prices-April-27-May-2-2026.pdf
2026-05-03,IMPORTED COMMERCIAL RICE,Basmati,,215.00,Daily-Price-Index-May-3-2026.pdf
2026-05-03,IMPORTED COMMERCIAL RICE,Glutinous,,62.15,Daily-Price-Index-May-3-2026.pdf
2026-05-03,IMPORTED COMMERCIAL RICE,Japonica/Jasponica,,67.29,Daily-Price-Index-May-3-2026.pdf
2026-05-03,IMPORTED COMMERCIAL RICE,Other Special,White Rice,61.50,Daily-Price-Index-May-3-2026.pdf
2026-05-03,IMPORTED COMMERCIAL RICE,Premium,5% broken,58.53,Daily-Price-Index-May-3-2026.pdf
2026-05-03,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,48.00,Daily-Price-Index-May-3-2026.pdf
2026-05-03,IMPORTED COMMERCIAL RICE,Regular Milled,20-40% bran streak,43.00,Daily-Price-Index-May-3-2026.pdf
2026-05-03,LOCAL COMMERCIAL RICE,Glutinous,,72.00,Daily-Price-Index-May-3-2026.pdf
2026-05-03,LOCAL COMMERCIAL RICE,Other Special,White Rice,59.24,Daily-Price-Index-May-3-2026.pdf
2026-05-03,LOCAL COMMERCIAL RICE,Premium,5% broken,56.53,Daily-Price-Index-May-3-2026.pdf
2026-05-03,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,50.15,Daily-Price-Index-May-3-2026.pdf
2026-05-03,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,45.50,Daily-Price-Index-May-3-2026.pdf
2026-05-04,IMPORTED COMMERCIAL RICE,Basmati,,210.83,Daily-Price-Index-May-4-2026.pdf
2026-05-04,IMPORTED COMMERCIAL RICE,Glutinous,,60.62,Daily-Price-Index-May-4-2026.pdf
2026-05-04,IMPORTED COMMERCIAL RICE,Japonica/Jasponica,,64.00,Daily-Price-Index-May-4-2026.pdf
2026-05-04,IMPORTED COMMERCIAL RICE,Other Special,White Rice,60.68,Daily-Price-Index-May-4-2026.pdf
2026-05-04,IMPORTED COMMERCIAL RICE,Premium,5% broken,58.53,Daily-Price-Index-May-4-2026.pdf
2026-05-04,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,48.00,Daily-Price-Index-May-4-2026.pdf
2026-05-04,IMPORTED COMMERCIAL RICE,Regular Milled,20-40% bran streak,42.50,Daily-Price-Index-May-4-2026.pdf
2026-05-04,LOCAL COMMERCIAL RICE,Glutinous,,74.32,Daily-Price-Index-May-4-2026.pdf
2026-05-04,LOCAL COMMERCIAL RICE,Other Special,White Rice,60.64,Daily-Price-Index-May-4-2026.pdf
2026-05-04,LOCAL COMMERCIAL RICE,Premium,5% broken,55.71,Daily-Price-Index-May-4-2026.pdf
2026-05-04,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,50.46,Daily-Price-Index-May-4-2026.pdf
2026-05-04,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,45.33,Daily-Price-Index-May-4-2026.pdf
2026-05-05,IMPORTED COMMERCIAL RICE,Basmati,,210.83,Daily-Price-Index-May-5-2026.pdf
2026-05-05,IMPORTED COMMERCIAL RICE,Glutinous,,61.39,Daily-Price-Index-May-5-2026.pdf
2026-05-05,IMPORTED COMMERCIAL RICE,Japonica/Jasponica,,63.94,Daily-Price-Index-May-5-2026.pdf
2026-05-05,IMPORTED COMMERCIAL RICE,Other Special,White Rice,60.36,Daily-Price-Index-May-5-2026.pdf
2026-05-05,IMPORTED COMMERCIAL RICE,Premium,5% broken,58.31,Daily-Price-Index-May-5-2026.pdf
2026-05-05,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,48.00,Daily-Price-Index-May-5-2026.pdf
2026-05-05,IMPORTED COMMERCIAL RICE,Regular Milled,20-40% bran streak,42.50,Daily-Price-Index-May-5-2026.pdf
2026-05-05,LOCAL COMMERCIAL RICE,Glutinous,,76.98,Daily-Price-Index-May-5-2026.pdf
2026-05-05,LOCAL COMMERCIAL RICE,Other Special,White Rice,60.73,Daily-Price-Index-May-5-2026.pdf
2026-05-05,LOCAL COMMERCIAL RICE,Premium,5% broken,55.98,Daily-Price-Index-May-5-2026.pdf
2026-05-05,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,50.97,Daily-Price-Index-May-5-2026.pdf
2026-05-05,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,44.79,Daily-Price-Index-May-5-2026.pdf
2026-05-06,IMPORTED COMMERCIAL RICE,Basmati,,210.83,Daily-Price-Index-May-6-2026.pdf
2026-05-06,IMPORTED COMMERCIAL RICE,Glutinous,,61.18,Daily-Price-Index-May-6-2026.pdf
2026-05-06,IMPORTED COMMERCIAL RICE,Japonica/Jasponica,,63.82,Daily-Price-Index-May-6-2026.pdf
2026-05-06,IMPORTED COMMERCIAL RICE,Other Special,White Rice,60.70,Daily-Price-Index-May-6-2026.pdf
2026-05-06,IMPORTED COMMERCIAL RICE,Premium,5% broken,58.38,Daily-Price-Index-May-6-2026.pdf
2026-05-06,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,48.00,Daily-Price-Index-May-6-2026.pdf
2026-05-06,IMPORTED COMMERCIAL RICE,Regular Milled,20-40% bran streak,42.50,Daily-Price-Index-May-6-2026.pdf
2026-05-06,LOCAL COMMERCIAL RICE,Glutinous,,75.26,Daily-Price-Index-May-6-2026.pdf
2026-05-06,LOCAL COMMERCIAL RICE,Other Special,White Rice,60.62,Daily-Price-Index-May-6-2026.pdf
2026-05-06,LOCAL COMMERCIAL RICE,Premium,5% broken,55.79,Daily-Price-Index-May-6-2026.pdf
2026-05-06,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,50.76,Daily-Price-Index-May-6-2026.pdf
2026-05-06,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,45.19,Daily-Price-Index-May-6-2026.pdf
2026-05-07,IMPORTED COMMERCIAL RICE,Basmati,,210.83,Daily-Price-Index-May-7-2026.pdf
2026-05-07,IMPORTED COMMERCIAL RICE,Glutinous,,61.31,Daily-Price-Index-May-7-2026.pdf
2026-05-07,IMPORTED COMMERCIAL RICE,Japonica/Jasponica,,63.90,Daily-Price-Index-May-7-2026.pdf
2026-05-07,IMPORTED COMMERCIAL RICE,Other Special,White Rice,60.26,Daily-Price-Index-May-7-2026.pdf
2026-05-07,IMPORTED COMMERCIAL RICE,Premium,5% broken,58.29,Daily-Price-Index-May-7-2026.pdf
2026-05-07,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,48.02,Daily-Price-Index-May-7-2026.pdf
2026-05-07,IMPORTED COMMERCIAL RICE,Regular Milled,20-40% bran streak,42.50,Daily-Price-Index-May-7-2026.pdf
2026-05-07,LOCAL COMMERCIAL RICE,Glutinous,,76.41,Daily-Price-Index-May-7-2026.pdf
2026-05-07,LOCAL COMMERCIAL RICE,Other Special,White Rice,60.41,Daily-Price-Index-May-7-2026.pdf
2026-05-07,LOCAL COMMERCIAL RICE,Premium,5% broken,55.60,Daily-Price-Index-May-7-2026.pdf
2026-05-07,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,50.44,Daily-Price-Index-May-7-2026.pdf
2026-05-07,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,45.11,Daily-Price-Index-May-7-2026.pdf
2026-05-09,IMPORTED COMMERCIAL RICE,Basmati,,210.83,Daily-Price-Index-May-9-2026.pdf
2026-05-09,IMPORTED COMMERCIAL RICE,Glutinous,,61.31,Daily-Price-Index-May-9-2026.pdf
2026-05-09,IMPORTED COMMERCIAL RICE,Japonica/Jasponica,,63.90,Daily-Price-Index-May-9-2026.pdf
2026-05-09,IMPORTED COMMERCIAL RICE,Other Special,White Rice,59.85,Daily-Price-Index-May-9-2026.pdf
2026-05-09,IMPORTED COMMERCIAL RICE,Premium,5% broken,58.28,Daily-Price-Index-May-9-2026.pdf
2026-05-09,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,48.02,Daily-Price-Index-May-9-2026.pdf
2026-05-09,IMPORTED COMMERCIAL RICE,Regular Milled,20-40% bran streak,42.50,Daily-Price-Index-May-9-2026.pdf
2026-05-09,LOCAL COMMERCIAL RICE,Glutinous,,76.41,Daily-Price-Index-May-9-2026.pdf
2026-05-09,LOCAL COMMERCIAL RICE,Other Special,White Rice,60.42,Daily-Price-Index-May-9-2026.pdf
2026-05-09,LOCAL COMMERCIAL RICE,Premium,5% broken,55.63,Daily-Price-Index-May-9-2026.pdf
2026-05-09,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,50.41,Daily-Price-Index-May-9-2026.pdf
2026-05-09,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,45.10,Daily-Price-Index-May-9-2026.pdf
2026-05-10,IMPORTED COMMERCIAL RICE,Basmati,,250.00,Daily-Price-Index-May-10-2026.pdf
2026-05-10,IMPORTED COMMERCIAL RICE,Glutinous,,61.64,Daily-Price-Index-May-10-2026.pdf
2026-05-10,IMPORTED COMMERCIAL RICE,Japonica/Jasponica,,67.00,Daily-Price-Index-May-10-2026.pdf
2026-05-10,IMPORTED COMMERCIAL RICE,Other Special,White Rice,60.50,Daily-Price-Index-May-10-2026.pdf
2026-05-10,IMPORTED COMMERCIAL RICE,Premium,5% broken,58.33,Daily-Price-Index-May-10-2026.pdf
2026-05-10,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,48.00,Daily-Price-Index-May-10-2026.pdf
2026-05-10,IMPORTED COMMERCIAL RICE,Regular Milled,20-40% bran streak,43.00,Daily-Price-Index-May-10-2026.pdf
2026-05-10,LOCAL COMMERCIAL RICE,Glutinous,,75.00,Daily-Price-Index-May-10-2026.pdf
2026-05-10,LOCAL COMMERCIAL RICE,Other Special,White Rice,60.13,Daily-Price-Index-May-10-2026.pdf
2026-05-10,LOCAL COMMERCIAL RICE,Premium,5% broken,56.00,Daily-Price-Index-May-10-2026.pdf
2026-05-10,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,50.83,Daily-Price-Index-May-10-2026.pdf
2026-05-10,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,45.88,Daily-Price-Index-May-10-2026.pdf
2026-05-11,IMPORTED COMMERCIAL RICE,Basmati,,210.83,Daily-Price-Index-May-11-2026.pdf
2026-05-11,IMPORTED COMMERCIAL RICE,Glutinous,,61.31,Daily-Price-Index-May-11-2026.pdf
2026-05-11,IMPORTED COMMERCIAL RICE,Japonica/Jasponica,,63.90,Daily-Price-Index-May-11-2026.pdf
2026-05-11,IMPORTED COMMERCIAL RICE,Other Special,White Rice,59.85,Daily-Price-Index-May-11-2026.pdf
2026-05-11,IMPORTED COMMERCIAL RICE,Premium,5% broken,58.20,Daily-Price-Index-May-11-2026.pdf
2026-05-11,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,48.02,Daily-Price-Index-May-11-2026.pdf
2026-05-11,IMPORTED COMMERCIAL RICE,Regular Milled,20-40% bran streak,42.50,Daily-Price-Index-May-11-2026.pdf
2026-05-11,LOCAL COMMERCIAL RICE,Glutinous,,76.41,Daily-Price-Index-May-11-2026.pdf
2026-05-11,LOCAL COMMERCIAL RICE,Other Special,White Rice,60.46,Daily-Price-Index-May-11-2026.pdf
2026-05-11,LOCAL COMMERCIAL RICE,Premium,5% broken,55.65,Daily-Price-Index-May-11-2026.pdf
2026-05-11,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,50.32,Daily-Price-Index-May-11-2026.pdf
2026-05-11,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,45.10,Daily-Price-Index-May-11-2026.pdf
2026-05-12,IMPORTED COMMERCIAL RICE,Basmati,,210.83,Daily-Price-Index-May-12-2026.pdf
2026-05-12,IMPORTED COMMERCIAL RICE,Glutinous,,61.31,Daily-Price-Index-May-12-2026.pdf
2026-05-12,IMPORTED COMMERCIAL RICE,Japonica/Jasponica,,63.90,Daily-Price-Index-May-12-2026.pdf
2026-05-12,IMPORTED COMMERCIAL RICE,Other Special,White Rice,59.74,Daily-Price-Index-May-12-2026.pdf
2026-05-12,IMPORTED COMMERCIAL RICE,Premium,5% broken,58.14,Daily-Price-Index-May-12-2026.pdf
2026-05-12,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,48.04,Daily-Price-Index-May-12-2026.pdf
2026-05-12,IMPORTED COMMERCIAL RICE,Regular Milled,20-40% bran streak,42.50,Daily-Price-Index-May-12-2026.pdf
2026-05-12,LOCAL COMMERCIAL RICE,Glutinous,,76.41,Daily-Price-Index-May-12-2026.pdf
2026-05-12,LOCAL COMMERCIAL RICE,Other Special,White Rice,60.46,Daily-Price-Index-May-12-2026.pdf
2026-05-12,LOCAL COMMERCIAL RICE,Premium,5% broken,55.65,Daily-Price-Index-May-12-2026.pdf
2026-05-12,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,50.28,Daily-Price-Index-May-12-2026.pdf
2026-05-12,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,45.10,Daily-Price-Index-May-12-2026.pdf
2026-05-13,IMPORTED COMMERCIAL RICE,Basmati,,210.83,Daily-Price-Index-May-13-2026.pdf
2026-05-13,IMPORTED COMMERCIAL RICE,Glutinous,,61.31,Daily-Price-Index-May-13-2026.pdf
2026-05-13,IMPORTED COMMERCIAL RICE,Japonica/Jasponica,,63.90,Daily-Price-Index-May-13-2026.pdf
2026-05-13,IMPORTED COMMERCIAL RICE,Other Special,White Rice,59.67,Daily-Price-Index-May-13-2026.pdf
2026-05-13,IMPORTED COMMERCIAL RICE,Premium,5% broken,58.08,Daily-Price-Index-May-13-2026.pdf
2026-05-13,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,48.04,Daily-Price-Index-May-13-2026.pdf
2026-05-13,IMPORTED COMMERCIAL RICE,Regular Milled,20-40% bran streak,42.50,Daily-Price-Index-May-13-2026.pdf
2026-05-13,LOCAL COMMERCIAL RICE,Glutinous,,76.41,Daily-Price-Index-May-13-2026.pdf
2026-05-13,LOCAL COMMERCIAL RICE,Other Special,White Rice,60.48,Daily-Price-Index-May-13-2026.pdf
2026-05-13,LOCAL COMMERCIAL RICE,Premium,5% broken,55.73,Daily-Price-Index-May-13-2026.pdf
2026-05-13,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,50.30,Daily-Price-Index-May-13-2026.pdf
2026-05-13,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,45.15,Daily-Price-Index-May-13-2026.pdf
2026-05-14,IMPORTED COMMERCIAL RICE,Basmati,,210.83,Daily-Price-Index-May-14-2026.pdf
2026-05-14,IMPORTED COMMERCIAL RICE,Glutinous,,61.31,Daily-Price-Index-May-14-2026.pdf
2026-05-14,IMPORTED COMMERCIAL RICE,Japonica/Jasponica,,63.90,Daily-Price-Index-May-14-2026.pdf
2026-05-14,IMPORTED COMMERCIAL RICE,Other Special,White Rice,59.74,Daily-Price-Index-May-14-2026.pdf
2026-05-14,IMPORTED COMMERCIAL RICE,Premium,5% broken,58.05,Daily-Price-Index-May-14-2026.pdf
2026-05-14,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,48.11,Daily-Price-Index-May-14-2026.pdf
2026-05-14,IMPORTED COMMERCIAL RICE,Regular Milled,20-40% bran streak,42.50,Daily-Price-Index-May-14-2026.pdf
2026-05-14,LOCAL COMMERCIAL RICE,Glutinous,,76.04,Daily-Price-Index-May-14-2026.pdf
2026-05-14,LOCAL COMMERCIAL RICE,Other Special,White Rice,60.46,Daily-Price-Index-May-14-2026.pdf
2026-05-14,LOCAL COMMERCIAL RICE,Premium,5% broken,55.72,Daily-Price-Index-May-14-2026.pdf
2026-05-14,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,50.29,Daily-Price-Index-May-14-2026.pdf
2026-05-14,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,45.13,Daily-Price-Index-May-14-2026.pdf
2026-05-15,IMPORTED COMMERCIAL RICE,Basmati,,223.00,Daily-Price-Index-May-15-2026.pdf
2026-05-15,IMPORTED COMMERCIAL RICE,Glutinous,,61.31,Daily-Price-Index-May-15-2026.pdf
2026-05-15,IMPORTED COMMERCIAL RICE,Japonica/Jasponica,,63.60,Daily-Price-Index-May-15-2026.pdf
2026-05-15,IMPORTED COMMERCIAL RICE,Other Special,White Rice,59.42,Daily-Price-Index-May-15-2026.pdf
2026-05-15,IMPORTED COMMERCIAL RICE,Premium,5% broken,56.78,Daily-Price-Index-May-15-2026.pdf
2026-05-15,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,48.11,Daily-Price-Index-May-15-2026.pdf
2026-05-15,IMPORTED COMMERCIAL RICE,Regular Milled,20-40% bran streak,42.50,Daily-Price-Index-May-15-2026.pdf
2026-05-15,LOCAL COMMERCIAL RICE,Glutinous,,76.04,Daily-Price-Index-May-15-2026.pdf
2026-05-15,LOCAL COMMERCIAL RICE,Other Special,White Rice,60.28,Daily-Price-Index-May-15-2026.pdf
2026-05-15,LOCAL COMMERCIAL RICE,Premium,5% broken,55.46,Daily-Price-Index-May-15-2026.pdf
2026-05-15,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,50.26,Daily-Price-Index-May-15-2026.pdf
2026-05-15,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,45.33,Daily-Price-Index-May-15-2026.pdf
2026-05-16,IMPORTED COMMERCIAL RICE,Basmati,,223.00,Daily-Price-Index-May-16-2026.pdf
2026-05-16,IMPORTED COMMERCIAL RICE,Glutinous,,61.45,Daily-Price-Index-May-16-2026.pdf
2026-05-16,IMPORTED COMMERCIAL RICE,Japonica/Jasponica,,63.67,Daily-Price-Index-May-16-2026.pdf
2026-05-16,IMPORTED COMMERCIAL RICE,Other Special,White Rice,59.42,Daily-Price-Index-May-16-2026.pdf
2026-05-16,IMPORTED COMMERCIAL RICE,Premium,5% broken,56.23,Daily-Price-Index-May-16-2026.pdf
2026-05-16,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,48.05,Daily-Price-Index-May-16-2026.pdf
2026-05-16,IMPORTED COMMERCIAL RICE,Regular Milled,20-40% bran streak,42.50,Daily-Price-Index-May-16-2026.pdf
2026-05-16,LOCAL COMMERCIAL RICE,Glutinous,,76.69,Daily-Price-Index-May-16-2026.pdf
2026-05-16,LOCAL COMMERCIAL RICE,Other Special,White Rice,60.14,Daily-Price-Index-May-16-2026.pdf
2026-05-16,LOCAL COMMERCIAL RICE,Premium,5% broken,55.36,Daily-Price-Index-May-16-2026.pdf
2026-05-16,LOCAL COMMERCIAL RICE,Well Milled,1-19% bran streak,50.19,Daily-Price-Index-May-16-2026.pdf
2026-05-16,LOCAL COMMERCIAL RICE,Regular Milled,20-40% bran streak,45.38,Daily-Price-Index-May-16-2026.pdf
2026-05-17,IMPORTED COMMERCIAL RICE,Glutinous,,61.00,Daily-Price-Index-May-17-2026.pdf
2026-05-17,IMPORTED COMMERCIAL RICE,Japonica/Jasponica,,63.33,Daily-Price-Index-May-17-2026.pdf
2026-05-17,IMPORTED COMMERCIAL RICE,Other Special,White Rice,59.00,Daily-Price-Index-May-17-2026.pdf
2026-05-17,IMPORTED COMMERCIAL RICE,Premium,5% broken,55.94,Daily-Price-Index-May-17-2026.pdf
2026-05-17,IMPORTED COMMERCIAL RICE,Well Milled,1-19% bran streak,48.00,Daily-Price-Index-May-17-2026.pdf
2026-05-17,IMPORTED COMMERCIAL RICE,Regular Milled,20-40% bran streak,43.00,Daily-Price-Index-May-17-2026.pdf
2026-05-17,LOCAL COMMERCIAL RICE,Glutinous,,70.00,Daily-Price-Index-May-17-2026.pdf
