pmo,port_type,cargo_type,movement_type,service_area,month,year,month_year,Quarter_year, volume_metrictons 
pmo argao,lgu port,Rolling,export,foreign,january,2022,Jan-22,Q1_2022,
pmo argao,private port,Bulk,inbound,domestic,january,2022,Jan-22,Q1_2022,"28,853.52"
pmo argao,private port,Breakbulk,inbound,domestic,january,2022,Jan-22,Q1_2022,
pmo argao,private port,Containerized,inbound,domestic,january,2022,Jan-22,Q1_2022,
pmo argao,private port,Rolling,inbound,domestic,january,2022,Jan-22,Q1_2022,"275,320.00"
pmo argao,private port,Bulk,outbound,domestic,january,2022,Jan-22,Q1_2022,"157,330.45"
pmo argao,private port,Breakbulk,outbound,domestic,january,2022,Jan-22,Q1_2022,"134,374.11"
pmo argao,private port,Containerized,outbound,domestic,january,2022,Jan-22,Q1_2022,"6,545.00"
pmo argao,private port,Rolling,outbound,domestic,january,2022,Jan-22,Q1_2022,"201,769.00"
pmo argao,private port,Bulk,import,foreign,january,2022,Jan-22,Q1_2022,"145,675.00"
pmo argao,private port,Breakbulk,import,foreign,january,2022,Jan-22,Q1_2022,
pmo argao,private port,Containerized,import,foreign,january,2022,Jan-22,Q1_2022,
pmo argao,private port,Rolling,import,foreign,january,2022,Jan-22,Q1_2022,
pmo argao,private port,Bulk,export,foreign,january,2022,Jan-22,Q1_2022,"53,000.00"
pmo argao,private port,Breakbulk,export,foreign,january,2022,Jan-22,Q1_2022,
pmo argao,private port,Containerized,export,foreign,january,2022,Jan-22,Q1_2022,
pmo argao,private port,Rolling,export,foreign,january,2022,Jan-22,Q1_2022,
pmo cip,cpa port,Bulk,inbound,domestic,february,2022,Feb-22,Q1_2022,
pmo cip,cpa port,Breakbulk,inbound,domestic,february,2022,Feb-22,Q1_2022,"8,506.91"
pmo cip,cpa port,Containerized,inbound,domestic,february,2022,Feb-22,Q1_2022,"10,290.00"
pmo cip,cpa port,Rolling,inbound,domestic,february,2022,Feb-22,Q1_2022,
pmo cip,cpa port,Bulk,outbound,domestic,february,2022,Feb-22,Q1_2022,
pmo cip,cpa port,Breakbulk,outbound,domestic,february,2022,Feb-22,Q1_2022,"1,945.98"
pmo cip,cpa port,Containerized,outbound,domestic,february,2022,Feb-22,Q1_2022,"1,750.00"
pmo cip,cpa port,Rolling,outbound,domestic,february,2022,Feb-22,Q1_2022,
pmo cip,cpa port,Bulk,import,foreign,february,2022,Feb-22,Q1_2022,
pmo cip,cpa port,Breakbulk,import,foreign,february,2022,Feb-22,Q1_2022,"5,959.07"
pmo cip,cpa port,Containerized,import,foreign,february,2022,Feb-22,Q1_2022,"250,110.00"
pmo cip,cpa port,Rolling,import,foreign,february,2022,Feb-22,Q1_2022,
pmo cip,cpa port,Bulk,export,foreign,february,2022,Feb-22,Q1_2022,
pmo cip,cpa port,Breakbulk,export,foreign,february,2022,Feb-22,Q1_2022,
pmo cip,cpa port,Containerized,export,foreign,february,2022,Feb-22,Q1_2022,"80,045.00"
pmo cip,cpa port,Rolling,export,foreign,february,2022,Feb-22,Q1_2022,
pmo cip,private port,Bulk,inbound,domestic,february,2022,Feb-22,Q1_2022,
pmo cip,private port,Breakbulk,inbound,domestic,february,2022,Feb-22,Q1_2022,"11,168.71"
pmo cip,private port,Containerized,inbound,domestic,february,2022,Feb-22,Q1_2022,
pmo cip,private port,Rolling,inbound,domestic,february,2022,Feb-22,Q1_2022,
pmo cip,private port,Bulk,outbound,domestic,february,2022,Feb-22,Q1_2022,
pmo cip,private port,Breakbulk,outbound,domestic,february,2022,Feb-22,Q1_2022,"1,469.00"
pmo cip,private port,Containerized,outbound,domestic,february,2022,Feb-22,Q1_2022,
pmo cip,private port,Rolling,outbound,domestic,february,2022,Feb-22,Q1_2022,
pmo cip,private port,Bulk,import,foreign,february,2022,Feb-22,Q1_2022,
pmo cip,private port,Breakbulk,import,foreign,february,2022,Feb-22,Q1_2022,"39,801.18"
pmo cip,private port,Containerized,import,foreign,february,2022,Feb-22,Q1_2022,
pmo cip,private port,Rolling,import,foreign,february,2022,Feb-22,Q1_2022,
pmo cip,private port,Bulk,export,foreign,february,2022,Feb-22,Q1_2022,
pmo cip,private port,Breakbulk,export,foreign,february,2022,Feb-22,Q1_2022,
pmo cip,private port,Containerized,export,foreign,february,2022,Feb-22,Q1_2022,
pmo cip,private port,Rolling,export,foreign,february,2022,Feb-22,Q1_2022,
pmo pier 4,cpa port,Bulk,inbound,domestic,february,2022,Feb-22,Q1_2022,"1,050.00"
pmo pier 4,cpa port,Breakbulk,inbound,domestic,february,2022,Feb-22,Q1_2022,"22,694.90"
pmo pier 4,cpa port,Containerized,inbound,domestic,february,2022,Feb-22,Q1_2022,"217,481.25"
pmo pier 4,cpa port,Rolling,inbound,domestic,february,2022,Feb-22,Q1_2022,"138,243.25"
pmo pier 4,cpa port,Bulk,outbound,domestic,february,2022,Feb-22,Q1_2022,618.93
pmo pier 4,cpa port,Breakbulk,outbound,domestic,february,2022,Feb-22,Q1_2022,"67,375.88"
pmo pier 4,cpa port,Containerized,outbound,domestic,february,2022,Feb-22,Q1_2022,"137,488.75"
pmo pier 4,cpa port,Rolling,outbound,domestic,february,2022,Feb-22,Q1_2022,"140,247.25"
pmo pier 4,cpa port,Bulk,import,foreign,february,2022,Feb-22,Q1_2022,
pmo pier 4,cpa port,Breakbulk,import,foreign,february,2022,Feb-22,Q1_2022,203.3
pmo pier 4,cpa port,Containerized,import,foreign,february,2022,Feb-22,Q1_2022,
pmo pier 4,cpa port,Rolling,import,foreign,february,2022,Feb-22,Q1_2022,
pmo pier 4,cpa port,Bulk,export,foreign,february,2022,Feb-22,Q1_2022,
pmo pier 4,cpa port,Breakbulk,export,foreign,february,2022,Feb-22,Q1_2022,
pmo pier 4,cpa port,Containerized,export,foreign,february,2022,Feb-22,Q1_2022,
pmo pier 4,cpa port,Rolling,export,foreign,february,2022,Feb-22,Q1_2022,
pmo pier 3,cpa port,Bulk,inbound,domestic,february,2022,Feb-22,Q1_2022,"20,949.46"
pmo pier 3,cpa port,Breakbulk,inbound,domestic,february,2022,Feb-22,Q1_2022,"2,469.06"
pmo pier 3,cpa port,Containerized,inbound,domestic,february,2022,Feb-22,Q1_2022,"3,316.25"
pmo pier 3,cpa port,Rolling,inbound,domestic,february,2022,Feb-22,Q1_2022,"40,735.25"
pmo pier 3,cpa port,Bulk,outbound,domestic,february,2022,Feb-22,Q1_2022,"4,016.65"
pmo pier 3,cpa port,Breakbulk,outbound,domestic,february,2022,Feb-22,Q1_2022,"12,080.58"
pmo pier 3,cpa port,Containerized,outbound,domestic,february,2022,Feb-22,Q1_2022,"6,527.50"
pmo pier 3,cpa port,Rolling,outbound,domestic,february,2022,Feb-22,Q1_2022,"43,766.25"
pmo pier 3,cpa port,Bulk,import,foreign,february,2022,Feb-22,Q1_2022,
pmo pier 3,cpa port,Breakbulk,import,foreign,february,2022,Feb-22,Q1_2022,
pmo pier 3,cpa port,Containerized,import,foreign,february,2022,Feb-22,Q1_2022,
pmo pier 3,cpa port,Rolling,import,foreign,february,2022,Feb-22,Q1_2022,
pmo pier 3,cpa port,Bulk,export,foreign,february,2022,Feb-22,Q1_2022,
pmo pier 3,cpa port,Breakbulk,export,foreign,february,2022,Feb-22,Q1_2022,
pmo pier 3,cpa port,Containerized,export,foreign,february,2022,Feb-22,Q1_2022,
pmo pier 3,cpa port,Rolling,export,foreign,february,2022,Feb-22,Q1_2022,
pmo pier 1,cpa port,Bulk,Inbound,Domestic,february,2022,Feb-22,Q1_2022,"28,731.82"
pmo pier 1,cpa port,Breakbulk,Inbound,Domestic,february,2022,Feb-22,Q1_2022,"36,529.80"
pmo pier 1,cpa port,Containerized,Inbound,Domestic,february,2022,Feb-22,Q1_2022,"4,620.00"
pmo pier 1,cpa port,Rolling,Inbound,Domestic,february,2022,Feb-22,Q1_2022,"18,626.75"
pmo pier 1,cpa port,Bulk,Outbound,Domestic,february,2022,Feb-22,Q1_2022,529.28
pmo pier 1,cpa port,Breakbulk,Outbound,Domestic,february,2022,Feb-22,Q1_2022,"70,171.98"
pmo pier 1,cpa port,Containerized,Outbound,Domestic,february,2022,Feb-22,Q1_2022,"11,410.00"
pmo pier 1,cpa port,Rolling,Outbound,Domestic,february,2022,Feb-22,Q1_2022,"30,323.25"
pmo pier 1,cpa port,Bulk,Import,Foreign,february,2022,Feb-22,Q1_2022,"13,329.12"
pmo pier 1,Private port,Bulk,Inbound,Domestic,february,2022,Feb-22,Q1_2022,"3,984.29"
pmo pier 1,Private port,Containerized,Inbound,Domestic,february,2022,Feb-22,Q1_2022,"50,653.75"
pmo pier 1,Private port,Rolling,Inbound,Domestic,february,2022,Feb-22,Q1_2022,"6,913.00"
pmo pier 1,Private port,Bulk,Outbound,Domestic,february,2022,Feb-22,Q1_2022,"7,720.00"
pmo pier 1,Private port,Containerized,Outbound,Domestic,february,2022,Feb-22,Q1_2022,"5,118.75"
pmo pier 1,Private port,Rolling,Outbound,Domestic,february,2022,Feb-22,Q1_2022,554
pmo pier 1,Private port,Bulk,Import,Foreign,february,2022,Feb-22,Q1_2022,"11,500.00"
pmo mandaue,private port,Bulk,inbound,domestic,february,2022,Feb-22,Q1_2022,"106,081.32"
pmo mandaue,private port,Breakbulk,inbound,domestic,february,2022,Feb-22,Q1_2022,"28,248.96"
pmo mandaue,private port,Containerized,inbound,domestic,february,2022,Feb-22,Q1_2022,"46,025.00"
pmo mandaue,private port,Rolling,inbound,domestic,february,2022,Feb-22,Q1_2022,"136,255.25"
pmo mandaue,private port,Bulk,outbound,domestic,february,2022,Feb-22,Q1_2022,750
pmo mandaue,private port,Breakbulk,outbound,domestic,february,2022,Feb-22,Q1_2022,"23,918.42"
pmo mandaue,private port,Containerized,outbound,domestic,february,2022,Feb-22,Q1_2022,"29,575.00"
pmo mandaue,private port,Rolling,outbound,domestic,february,2022,Feb-22,Q1_2022,"136,516.00"
pmo mandaue,private port,Bulk,import,foreign,february,2022,Feb-22,Q1_2022,"125,717.73"
pmo mandaue,private port,Breakbulk,import,foreign,february,2022,Feb-22,Q1_2022,
pmo mandaue,private port,Containerized,import,foreign,february,2022,Feb-22,Q1_2022,
pmo mandaue,private port,Rolling,import,foreign,february,2022,Feb-22,Q1_2022,
pmo mandaue,private port,Bulk,export,foreign,february,2022,Feb-22,Q1_2022,
pmo mandaue,private port,Breakbulk,export,foreign,february,2022,Feb-22,Q1_2022,
pmo mandaue,private port,Containerized,export,foreign,february,2022,Feb-22,Q1_2022,
pmo mandaue,private port,Rolling,export,foreign,february,2022,Feb-22,Q1_2022,
pmo mandaue,cpa port,Bulk,inbound,domestic,february,2022,Feb-22,Q1_2022,
pmo mandaue,cpa port,Breakbulk,inbound,domestic,february,2022,Feb-22,Q1_2022,
pmo mandaue,cpa port,Containerized,inbound,domestic,february,2022,Feb-22,Q1_2022,
pmo mandaue,cpa port,Rolling,inbound,domestic,february,2022,Feb-22,Q1_2022,"9,303.75"
pmo mandaue,cpa port,Bulk,outbound,domestic,february,2022,Feb-22,Q1_2022,
pmo mandaue,cpa port,Breakbulk,outbound,domestic,february,2022,Feb-22,Q1_2022,
pmo mandaue,cpa port,Containerized,outbound,domestic,february,2022,Feb-22,Q1_2022,
pmo mandaue,cpa port,Rolling,outbound,domestic,february,2022,Feb-22,Q1_2022,"8,159.75"
pmo mandaue,cpa port,Bulk,import,foreign,february,2022,Feb-22,Q1_2022,
pmo mandaue,cpa port,Breakbulk,import,foreign,february,2022,Feb-22,Q1_2022,
pmo mandaue,cpa port,Containerized,import,foreign,february,2022,Feb-22,Q1_2022,
pmo mandaue,cpa port,Rolling,import,foreign,february,2022,Feb-22,Q1_2022,
pmo mandaue,cpa port,Bulk,export,foreign,february,2022,Feb-22,Q1_2022,
pmo mandaue,cpa port,Breakbulk,export,foreign,february,2022,Feb-22,Q1_2022,
pmo mandaue,cpa port,Containerized,export,foreign,february,2022,Feb-22,Q1_2022,
pmo mandaue,cpa port,Rolling,export,foreign,february,2022,Feb-22,Q1_2022,
pmo mandaue,lgu port,Bulk,inbound,domestic,february,2022,Feb-22,Q1_2022,
pmo mandaue,lgu port,Breakbulk,inbound,domestic,february,2022,Feb-22,Q1_2022,
pmo mandaue,lgu port,Containerized,inbound,domestic,february,2022,Feb-22,Q1_2022,
pmo mandaue,lgu port,Rolling,inbound,domestic,february,2022,Feb-22,Q1_2022,"9,298.50"
pmo mandaue,lgu port,Bulk,outbound,domestic,february,2022,Feb-22,Q1_2022,
pmo mandaue,lgu port,Breakbulk,outbound,domestic,february,2022,Feb-22,Q1_2022,
pmo mandaue,lgu port,Containerized,outbound,domestic,february,2022,Feb-22,Q1_2022,
pmo mandaue,lgu port,Rolling,outbound,domestic,february,2022,Feb-22,Q1_2022,"8,261.25"
pmo mandaue,lgu port,Bulk,import,foreign,february,2022,Feb-22,Q1_2022,
pmo mandaue,lgu port,Breakbulk,import,foreign,february,2022,Feb-22,Q1_2022,
pmo mandaue,lgu port,Containerized,import,foreign,february,2022,Feb-22,Q1_2022,
pmo mandaue,lgu port,Rolling,import,foreign,february,2022,Feb-22,Q1_2022,
pmo mandaue,lgu port,Bulk,export,foreign,february,2022,Feb-22,Q1_2022,
pmo mandaue,lgu port,Breakbulk,export,foreign,february,2022,Feb-22,Q1_2022,
pmo mandaue,lgu port,Containerized,export,foreign,february,2022,Feb-22,Q1_2022,
pmo mandaue,lgu port,Rolling,export,foreign,february,2022,Feb-22,Q1_2022,
pmo sta fe,cpa port,Bulk,inbound,domestic,february,2022,Feb-22,Q1_2022,"9,227.69"
pmo sta fe,cpa port,Breakbulk,inbound,domestic,february,2022,Feb-22,Q1_2022,89
pmo sta fe,cpa port,Containerized,inbound,domestic,february,2022,Feb-22,Q1_2022,
pmo sta fe,cpa port,Rolling,inbound,domestic,february,2022,Feb-22,Q1_2022,"246,139.00"
pmo sta fe,cpa port,Bulk,outbound,domestic,february,2022,Feb-22,Q1_2022,
pmo sta fe,cpa port,Breakbulk,outbound,domestic,february,2022,Feb-22,Q1_2022,"2,779.80"
pmo sta fe,cpa port,Containerized,outbound,domestic,february,2022,Feb-22,Q1_2022,
pmo sta fe,cpa port,Rolling,outbound,domestic,february,2022,Feb-22,Q1_2022,"244,396.25"
pmo sta fe,cpa port,Bulk,import,foreign,february,2022,Feb-22,Q1_2022,
pmo sta fe,cpa port,Breakbulk,import,foreign,february,2022,Feb-22,Q1_2022,
pmo sta fe,cpa port,Containerized,import,foreign,february,2022,Feb-22,Q1_2022,
pmo sta fe,cpa port,Rolling,import,foreign,february,2022,Feb-22,Q1_2022,
pmo sta fe,cpa port,Bulk,export,foreign,february,2022,Feb-22,Q1_2022,
pmo sta fe,cpa port,Breakbulk,export,foreign,february,2022,Feb-22,Q1_2022,
pmo sta fe,cpa port,Containerized,export,foreign,february,2022,Feb-22,Q1_2022,
pmo sta fe,cpa port,Rolling,export,foreign,february,2022,Feb-22,Q1_2022,
pmo sta fe,lgu port,Bulk,inbound,domestic,february,2022,Feb-22,Q1_2022,"2,993.00"
pmo sta fe,lgu port,Breakbulk,inbound,domestic,february,2022,Feb-22,Q1_2022,"1,174.00"
pmo sta fe,lgu port,Containerized,inbound,domestic,february,2022,Feb-22,Q1_2022,
pmo sta fe,lgu port,Rolling,inbound,domestic,february,2022,Feb-22,Q1_2022,"38,390.75"
pmo sta fe,lgu port,Bulk,outbound,domestic,february,2022,Feb-22,Q1_2022,
pmo sta fe,lgu port,Breakbulk,outbound,domestic,february,2022,Feb-22,Q1_2022,"10,020.00"
pmo sta fe,lgu port,Containerized,outbound,domestic,february,2022,Feb-22,Q1_2022,
pmo sta fe,lgu port,Rolling,outbound,domestic,february,2022,Feb-22,Q1_2022,"31,633.00"
pmo sta fe,lgu port,Bulk,import,foreign,february,2022,Feb-22,Q1_2022,
pmo sta fe,lgu port,Breakbulk,import,foreign,february,2022,Feb-22,Q1_2022,
pmo sta fe,lgu port,Containerized,import,foreign,february,2022,Feb-22,Q1_2022,
pmo sta fe,lgu port,Rolling,import,foreign,february,2022,Feb-22,Q1_2022,
pmo sta fe,lgu port,Bulk,export,foreign,february,2022,Feb-22,Q1_2022,
pmo sta fe,lgu port,Breakbulk,export,foreign,february,2022,Feb-22,Q1_2022,
pmo sta fe,lgu port,Containerized,export,foreign,february,2022,Feb-22,Q1_2022,
pmo sta fe,lgu port,Rolling,export,foreign,february,2022,Feb-22,Q1_2022,
pmo sta fe,private port,Bulk,inbound,domestic,february,2022,Feb-22,Q1_2022,"8,342.48"
pmo sta fe,private port,Breakbulk,inbound,domestic,february,2022,Feb-22,Q1_2022,14.5
pmo sta fe,private port,Containerized,inbound,domestic,february,2022,Feb-22,Q1_2022,
pmo sta fe,private port,Rolling,inbound,domestic,february,2022,Feb-22,Q1_2022,"7,320.00"
pmo sta fe,private port,Bulk,outbound,domestic,february,2022,Feb-22,Q1_2022,
pmo sta fe,private port,Breakbulk,outbound,domestic,february,2022,Feb-22,Q1_2022,567
pmo sta fe,private port,Containerized,outbound,domestic,february,2022,Feb-22,Q1_2022,
pmo sta fe,private port,Rolling,outbound,domestic,february,2022,Feb-22,Q1_2022,"7,035.00"
pmo sta fe,private port,Bulk,import,foreign,february,2022,Feb-22,Q1_2022,
pmo sta fe,private port,Breakbulk,import,foreign,february,2022,Feb-22,Q1_2022,
pmo sta fe,private port,Containerized,import,foreign,february,2022,Feb-22,Q1_2022,
pmo sta fe,private port,Rolling,import,foreign,february,2022,Feb-22,Q1_2022,
pmo sta fe,private port,Bulk,export,foreign,february,2022,Feb-22,Q1_2022,
pmo sta fe,private port,Breakbulk,export,foreign,february,2022,Feb-22,Q1_2022,
pmo sta fe,private port,Containerized,export,foreign,february,2022,Feb-22,Q1_2022,
pmo sta fe,private port,Rolling,export,foreign,february,2022,Feb-22,Q1_2022,
pmo toledo,cpa port,Bulk,inbound,domestic,february,2022,Feb-22,Q1_2022,"1,500.00"
pmo toledo,cpa port,Breakbulk,inbound,domestic,february,2022,Feb-22,Q1_2022,
pmo toledo,cpa port,Containerized,inbound,domestic,february,2022,Feb-22,Q1_2022,
pmo toledo,cpa port,Rolling,inbound,domestic,february,2022,Feb-22,Q1_2022,"66,152.25"
pmo toledo,cpa port,Bulk,outbound,domestic,february,2022,Feb-22,Q1_2022,
pmo toledo,cpa port,Breakbulk,outbound,domestic,february,2022,Feb-22,Q1_2022,"10,000.00"
pmo toledo,cpa port,Containerized,outbound,domestic,february,2022,Feb-22,Q1_2022,
pmo toledo,cpa port,Rolling,outbound,domestic,february,2022,Feb-22,Q1_2022,"58,649.00"
pmo toledo,cpa port,Bulk,import,foreign,february,2022,Feb-22,Q1_2022,
pmo toledo,cpa port,Breakbulk,import,foreign,february,2022,Feb-22,Q1_2022,
pmo toledo,cpa port,Containerized,import,foreign,february,2022,Feb-22,Q1_2022,
pmo toledo,cpa port,Rolling,import,foreign,february,2022,Feb-22,Q1_2022,
pmo toledo,cpa port,Bulk,export,foreign,february,2022,Feb-22,Q1_2022,
pmo toledo,cpa port,Breakbulk,export,foreign,february,2022,Feb-22,Q1_2022,
pmo toledo,cpa port,Containerized,export,foreign,february,2022,Feb-22,Q1_2022,
pmo toledo,cpa port,Rolling,export,foreign,february,2022,Feb-22,Q1_2022,
pmo toledo,lgu port,Bulk,inbound,domestic,february,2022,Feb-22,Q1_2022,
pmo toledo,lgu port,Breakbulk,inbound,domestic,february,2022,Feb-22,Q1_2022,
pmo toledo,lgu port,Containerized,inbound,domestic,february,2022,Feb-22,Q1_2022,
pmo toledo,lgu port,Rolling,inbound,domestic,february,2022,Feb-22,Q1_2022,"171,902.50"
pmo toledo,lgu port,Bulk,outbound,domestic,february,2022,Feb-22,Q1_2022,
pmo toledo,lgu port,Breakbulk,outbound,domestic,february,2022,Feb-22,Q1_2022,
pmo toledo,lgu port,Containerized,outbound,domestic,february,2022,Feb-22,Q1_2022,
pmo toledo,lgu port,Rolling,outbound,domestic,february,2022,Feb-22,Q1_2022,"175,917.00"
pmo toledo,lgu port,Bulk,import,foreign,february,2022,Feb-22,Q1_2022,
pmo toledo,lgu port,Breakbulk,import,foreign,february,2022,Feb-22,Q1_2022,
pmo toledo,lgu port,Containerized,import,foreign,february,2022,Feb-22,Q1_2022,
pmo toledo,lgu port,Rolling,import,foreign,february,2022,Feb-22,Q1_2022,
pmo toledo,lgu port,Bulk,export,foreign,february,2022,Feb-22,Q1_2022,
pmo toledo,lgu port,Breakbulk,export,foreign,february,2022,Feb-22,Q1_2022,
pmo toledo,lgu port,Containerized,export,foreign,february,2022,Feb-22,Q1_2022,
pmo toledo,lgu port,Rolling,export,foreign,february,2022,Feb-22,Q1_2022,
pmo toledo,private port,Bulk,inbound,domestic,february,2022,Feb-22,Q1_2022,"21,423.22"
pmo toledo,private port,Breakbulk,inbound,domestic,february,2022,Feb-22,Q1_2022,9
pmo toledo,private port,Containerized,inbound,domestic,february,2022,Feb-22,Q1_2022,
pmo toledo,private port,Rolling,inbound,domestic,february,2022,Feb-22,Q1_2022,"17,388.00"
pmo toledo,private port,Bulk,outbound,domestic,february,2022,Feb-22,Q1_2022,"2,000.00"
pmo toledo,private port,Breakbulk,outbound,domestic,february,2022,Feb-22,Q1_2022,"1,118.00"
pmo toledo,private port,Containerized,outbound,domestic,february,2022,Feb-22,Q1_2022,
pmo toledo,private port,Rolling,outbound,domestic,february,2022,Feb-22,Q1_2022,"15,751.00"
pmo toledo,private port,Bulk,import,foreign,february,2022,Feb-22,Q1_2022,"151,224.00"
pmo toledo,private port,Breakbulk,import,foreign,february,2022,Feb-22,Q1_2022,"9,267.94"
pmo toledo,private port,Containerized,import,foreign,february,2022,Feb-22,Q1_2022,
pmo toledo,private port,Rolling,import,foreign,february,2022,Feb-22,Q1_2022,
pmo toledo,private port,Bulk,export,foreign,february,2022,Feb-22,Q1_2022,"16,074.64"
pmo toledo,private port,Breakbulk,export,foreign,february,2022,Feb-22,Q1_2022,766.85
pmo toledo,private port,Containerized,export,foreign,february,2022,Feb-22,Q1_2022,
pmo toledo,private port,Rolling,export,foreign,february,2022,Feb-22,Q1_2022,
pmo argao,cpa port,Bulk,inbound,domestic,february,2022,Feb-22,Q1_2022,"1,500.00"
pmo argao,cpa port,Breakbulk,inbound,domestic,february,2022,Feb-22,Q1_2022,3.1
pmo argao,cpa port,Containerized,inbound,domestic,february,2022,Feb-22,Q1_2022,
pmo argao,cpa port,Rolling,inbound,domestic,february,2022,Feb-22,Q1_2022,"20,946.50"
pmo argao,cpa port,Bulk,outbound,domestic,february,2022,Feb-22,Q1_2022,
pmo argao,cpa port,Breakbulk,outbound,domestic,february,2022,Feb-22,Q1_2022,
pmo argao,cpa port,Containerized,outbound,domestic,february,2022,Feb-22,Q1_2022,
pmo argao,cpa port,Rolling,outbound,domestic,february,2022,Feb-22,Q1_2022,"26,032.25"
pmo argao,cpa port,Bulk,import,foreign,february,2022,Feb-22,Q1_2022,
