pmo,port_type,rolling_cargo_type,movement_type,service area,month,year,mont_year,Quarter,volume_units
pmo argao,private port,8W-10W  20000-25000,inbound,domestic,january,2022,Jan-22,Q1_2022,2177
pmo argao,private port,10W  26000-over,inbound,domestic,january,2022,Jan-22,Q1_2022,692
pmo argao,private port,Heavy Equipment,inbound,domestic,january,2022,Jan-22,Q1_2022,3
pmo argao,private port,Motor Cycle/ Motor Bike,outbound,domestic,january,2022,Jan-22,Q1_2022,3900
pmo argao,private port,4W  1100-2300,outbound,domestic,january,2022,Jan-22,Q1_2022,1782
pmo argao,private port,4W  2400-over,outbound,domestic,january,2022,Jan-22,Q1_2022,3104
pmo argao,private port,6W  4800-7500,outbound,domestic,january,2022,Jan-22,Q1_2022,755
pmo argao,private port,6W  7600-15000,outbound,domestic,january,2022,Jan-22,Q1_2022,1324
pmo argao,private port,8W-10W  20000-25000,outbound,domestic,january,2022,Jan-22,Q1_2022,1207
pmo argao,private port,10W  26000-over,outbound,domestic,january,2022,Jan-22,Q1_2022,255
pmo argao,private port,Heavy Equipment,outbound,domestic,january,2022,Jan-22,Q1_2022,10
pmo pier 4,cpa port,Motor Cycle/ Motor Bike,inbound,domestic,february,2022,Feb-22,Q1_2022,1573
pmo pier 4,cpa port,4W  1100-2300,inbound,domestic,february,2022,Feb-22,Q1_2022,691
pmo pier 4,cpa port,4W  2400-over,inbound,domestic,february,2022,Feb-22,Q1_2022,1947
pmo pier 4,cpa port,6W  4800-7500,inbound,domestic,february,2022,Feb-22,Q1_2022,88
pmo pier 4,cpa port,6W  7600-15000,inbound,domestic,february,2022,Feb-22,Q1_2022,409
pmo pier 4,cpa port,8W-10W  20000-25000,inbound,domestic,february,2022,Feb-22,Q1_2022,153
pmo pier 4,cpa port,10W  26000-over,inbound,domestic,february,2022,Feb-22,Q1_2022,1277
pmo pier 4,cpa port,Heavy Equipment,inbound,domestic,february,2022,Feb-22,Q1_2022,2
pmo pier 4,cpa port,Motor Cycle/ Motor Bike,outbound,domestic,february,2022,Feb-22,Q1_2022,1129
pmo pier 4,cpa port,4W  1100-2300,outbound,domestic,february,2022,Feb-22,Q1_2022,960
pmo pier 4,cpa port,4W  2400-over,outbound,domestic,february,2022,Feb-22,Q1_2022,2171
pmo pier 4,cpa port,6W  4800-7500,outbound,domestic,february,2022,Feb-22,Q1_2022,114
pmo pier 4,cpa port,6W  7600-15000,outbound,domestic,february,2022,Feb-22,Q1_2022,498
pmo pier 4,cpa port,8W-10W  20000-25000,outbound,domestic,february,2022,Feb-22,Q1_2022,118
pmo pier 4,cpa port,10W  26000-over,outbound,domestic,february,2022,Feb-22,Q1_2022,1158
pmo pier 4,cpa port,Heavy Equipment,outbound,domestic,february,2022,Feb-22,Q1_2022,16
pmo pier 3,cpa port,Motor Cycle/ Motor Bike,inbound,domestic,february,2022,Feb-22,Q1_2022,541
pmo pier 3,cpa port,4W  1100-2300,inbound,domestic,february,2022,Feb-22,Q1_2022,356
pmo pier 3,cpa port,4W  2400-over,inbound,domestic,february,2022,Feb-22,Q1_2022,364
pmo pier 3,cpa port,6W  4800-7500,inbound,domestic,february,2022,Feb-22,Q1_2022,177
pmo pier 3,cpa port,6W  7600-15000,inbound,domestic,february,2022,Feb-22,Q1_2022,185
pmo pier 3,cpa port,8W-10W  20000-25000,inbound,domestic,february,2022,Feb-22,Q1_2022,16
pmo pier 3,cpa port,10W  26000-over,inbound,domestic,february,2022,Feb-22,Q1_2022,293
pmo pier 3,cpa port,Heavy Equipment,inbound,domestic,february,2022,Feb-22,Q1_2022,20
pmo pier 3,cpa port,Motor Cycle/ Motor Bike,outbound,domestic,february,2022,Feb-22,Q1_2022,569
pmo pier 3,cpa port,4W  1100-2300,outbound,domestic,february,2022,Feb-22,Q1_2022,324
pmo pier 3,cpa port,4W  2400-over,outbound,domestic,february,2022,Feb-22,Q1_2022,350
pmo pier 3,cpa port,6W  4800-7500,outbound,domestic,february,2022,Feb-22,Q1_2022,162
pmo pier 3,cpa port,6W  7600-15000,outbound,domestic,february,2022,Feb-22,Q1_2022,163
pmo pier 3,cpa port,8W-10W  20000-25000,outbound,domestic,february,2022,Feb-22,Q1_2022,23
pmo pier 3,cpa port,10W  26000-over,outbound,domestic,february,2022,Feb-22,Q1_2022,356
pmo pier 3,cpa port,Heavy Equipment,outbound,domestic,february,2022,Feb-22,Q1_2022,24
pmo pier 1,cpa port,Motor Cycle/ Motor Bike,Inbound,Domestic,february,2022,Feb-22,Q1_2022,363
pmo pier 1,cpa port,4W  1100-2300,Inbound,Domestic,february,2022,Feb-22,Q1_2022,97
pmo pier 1,cpa port,4W  2400-over,Inbound,Domestic,february,2022,Feb-22,Q1_2022,213
pmo pier 1,cpa port,6W  4800-7500,Inbound,Domestic,february,2022,Feb-22,Q1_2022,25
pmo pier 1,cpa port,6W  7600-15000,Inbound,Domestic,february,2022,Feb-22,Q1_2022,47
pmo pier 1,cpa port,10W  26000-over,Inbound,Domestic,february,2022,Feb-22,Q1_2022,196
pmo pier 1,cpa port,Motor Cycle/ Motor Bike,Outbound,Domestic,february,2022,Feb-22,Q1_2022,545
pmo pier 1,cpa port,4W  1100-2300,Outbound,Domestic,february,2022,Feb-22,Q1_2022,161
pmo pier 1,cpa port,4W  2400-over,Outbound,Domestic,february,2022,Feb-22,Q1_2022,312
pmo pier 1,cpa port,6W  4800-7500,Outbound,Domestic,february,2022,Feb-22,Q1_2022,36
pmo pier 1,cpa port,6W  7600-15000,Outbound,Domestic,february,2022,Feb-22,Q1_2022,60
pmo pier 1,cpa port,8W-10W  20000-25000,Outbound,Domestic,february,2022,Feb-22,Q1_2022,4
pmo pier 1,cpa port,10W  26000-over,Outbound,Domestic,february,2022,Feb-22,Q1_2022,334
pmo pier 1,cpa port,Heavy Equipment,Outbound,Domestic,february,2022,Feb-22,Q1_2022,1
pmo pier 1,private port,4W  2400-over,Inbound,Domestic,february,2022,Feb-22,Q1_2022,3
pmo pier 1,private port,6W  4800-7500,Inbound,Domestic,february,2022,Feb-22,Q1_2022,1
pmo pier 1,private port,6W  7600-15000,Inbound,Domestic,february,2022,Feb-22,Q1_2022,14
pmo pier 1,private port,10W  26000-over,Inbound,Domestic,february,2022,Feb-22,Q1_2022,107
pmo pier 1,private port,4W  2400-over,Outbound,Domestic,february,2022,Feb-22,Q1_2022,4
pmo pier 1,private port,6W  7600-15000,Outbound,Domestic,february,2022,Feb-22,Q1_2022,1
pmo pier 1,private port,10W  26000-over,Outbound,Domestic,february,2022,Feb-22,Q1_2022,91
pmo mandaue,private port,Motor Cycle/ Motor Bike,inbound,domestic,february,2022,Feb-22,Q1_2022,69
pmo mandaue,private port,4W  1100-2300,inbound,domestic,february,2022,Feb-22,Q1_2022,
pmo mandaue,private port,4W  2400-over,inbound,domestic,february,2022,Feb-22,Q1_2022,299
pmo mandaue,private port,6W  4800-7500,inbound,domestic,february,2022,Feb-22,Q1_2022,
pmo mandaue,private port,6W  7600-15000,inbound,domestic,february,2022,Feb-22,Q1_2022,453
pmo mandaue,private port,8W-10W  20000-25000,inbound,domestic,february,2022,Feb-22,Q1_2022,23
pmo mandaue,private port,10W  26000-over,inbound,domestic,february,2022,Feb-22,Q1_2022,1894
pmo mandaue,private port,Heavy Equipment,inbound,domestic,february,2022,Feb-22,Q1_2022,26
pmo mandaue,private port,Motor Cycle/ Motor Bike,outbound,domestic,february,2022,Feb-22,Q1_2022,64
pmo mandaue,private port,4W  1100-2300,outbound,domestic,february,2022,Feb-22,Q1_2022,
pmo mandaue,private port,4W  2400-over,outbound,domestic,february,2022,Feb-22,Q1_2022,251
pmo mandaue,private port,6W  4800-7500,outbound,domestic,february,2022,Feb-22,Q1_2022,
pmo mandaue,private port,6W  7600-15000,outbound,domestic,february,2022,Feb-22,Q1_2022,328
pmo mandaue,private port,8W-10W  20000-25000,outbound,domestic,february,2022,Feb-22,Q1_2022,36
pmo mandaue,private port,10W  26000-over,outbound,domestic,february,2022,Feb-22,Q1_2022,1964
pmo mandaue,private port,Heavy Equipment,outbound,domestic,february,2022,Feb-22,Q1_2022,26
pmo mandaue,cpa port,Motor Cycle/ Motor Bike,inbound,domestic,february,2022,Feb-22,Q1_2022,179
pmo mandaue,cpa port,4W  1100-2300,inbound,domestic,february,2022,Feb-22,Q1_2022,
pmo mandaue,cpa port,4W  2400-over,inbound,domestic,february,2022,Feb-22,Q1_2022,215
pmo mandaue,cpa port,6W  4800-7500,inbound,domestic,february,2022,Feb-22,Q1_2022,
pmo mandaue,cpa port,6W  7600-15000,inbound,domestic,february,2022,Feb-22,Q1_2022,188
pmo mandaue,cpa port,8W-10W  20000-25000,inbound,domestic,february,2022,Feb-22,Q1_2022,
pmo mandaue,cpa port,10W  26000-over,inbound,domestic,february,2022,Feb-22,Q1_2022,
pmo mandaue,cpa port,Heavy Equipment,inbound,domestic,february,2022,Feb-22,Q1_2022,
pmo mandaue,cpa port,Motor Cycle/ Motor Bike,outbound,domestic,february,2022,Feb-22,Q1_2022,171
pmo mandaue,cpa port,4W  1100-2300,outbound,domestic,february,2022,Feb-22,Q1_2022,
pmo mandaue,cpa port,4W  2400-over,outbound,domestic,february,2022,Feb-22,Q1_2022,191
pmo mandaue,cpa port,6W  4800-7500,outbound,domestic,february,2022,Feb-22,Q1_2022,
pmo mandaue,cpa port,6W  7600-15000,outbound,domestic,february,2022,Feb-22,Q1_2022,163
pmo mandaue,cpa port,8W-10W  20000-25000,outbound,domestic,february,2022,Feb-22,Q1_2022,
pmo mandaue,cpa port,10W  26000-over,outbound,domestic,february,2022,Feb-22,Q1_2022,
pmo mandaue,cpa port,Heavy Equipment,outbound,domestic,february,2022,Feb-22,Q1_2022,
pmo mandaue,lgu port,Motor Cycle/ Motor Bike,inbound,domestic,february,2022,Feb-22,Q1_2022,158
pmo mandaue,lgu port,4W  1100-2300,inbound,domestic,february,2022,Feb-22,Q1_2022,
pmo mandaue,lgu port,4W  2400-over,inbound,domestic,february,2022,Feb-22,Q1_2022,191
pmo mandaue,lgu port,6W  4800-7500,inbound,domestic,february,2022,Feb-22,Q1_2022,
pmo mandaue,lgu port,6W  7600-15000,inbound,domestic,february,2022,Feb-22,Q1_2022,198
pmo mandaue,lgu port,8W-10W  20000-25000,inbound,domestic,february,2022,Feb-22,Q1_2022,1
pmo mandaue,lgu port,10W  26000-over,inbound,domestic,february,2022,Feb-22,Q1_2022,1
pmo mandaue,lgu port,Heavy Equipment,inbound,domestic,february,2022,Feb-22,Q1_2022,
pmo mandaue,lgu port,Motor Cycle/ Motor Bike,outbound,domestic,february,2022,Feb-22,Q1_2022,153
pmo mandaue,lgu port,4W  1100-2300,outbound,domestic,february,2022,Feb-22,Q1_2022,
pmo mandaue,lgu port,4W  2400-over,outbound,domestic,february,2022,Feb-22,Q1_2022,195
pmo mandaue,lgu port,6W  4800-7500,outbound,domestic,february,2022,Feb-22,Q1_2022,
pmo mandaue,lgu port,6W  7600-15000,outbound,domestic,february,2022,Feb-22,Q1_2022,163
pmo mandaue,lgu port,8W-10W  20000-25000,outbound,domestic,february,2022,Feb-22,Q1_2022,
pmo mandaue,lgu port,10W  26000-over,outbound,domestic,february,2022,Feb-22,Q1_2022,1
pmo mandaue,lgu port,Heavy Equipment,outbound,domestic,february,2022,Feb-22,Q1_2022,
pmo sta fe,cpa port,Motor Cycle/ Motor Bike,inbound,domestic,february,2022,Feb-22,Q1_2022,2864
pmo sta fe,cpa port,4W  1100-2300,inbound,domestic,february,2022,Feb-22,Q1_2022,905
pmo sta fe,cpa port,4W  2400-over,inbound,domestic,february,2022,Feb-22,Q1_2022,3924
pmo sta fe,cpa port,6W  4800-7500,inbound,domestic,february,2022,Feb-22,Q1_2022,373
pmo sta fe,cpa port,6W  7600-15000,inbound,domestic,february,2022,Feb-22,Q1_2022,2016
pmo sta fe,cpa port,8W-10W  20000-25000,inbound,domestic,february,2022,Feb-22,Q1_2022,52
pmo sta fe,cpa port,10W  26000-over,inbound,domestic,february,2022,Feb-22,Q1_2022,1633
pmo sta fe,cpa port,Heavy Equipment,inbound,domestic,february,2022,Feb-22,Q1_2022,5
pmo sta fe,cpa port,Motor Cycle/ Motor Bike,outbound,domestic,february,2022,Feb-22,Q1_2022,2861
pmo sta fe,cpa port,4W  1100-2300,outbound,domestic,february,2022,Feb-22,Q1_2022,919
pmo sta fe,cpa port,4W  2400-over,outbound,domestic,february,2022,Feb-22,Q1_2022,3895
pmo sta fe,cpa port,6W  4800-7500,outbound,domestic,february,2022,Feb-22,Q1_2022,377
pmo sta fe,cpa port,6W  7600-15000,outbound,domestic,february,2022,Feb-22,Q1_2022,1994
pmo sta fe,cpa port,8W-10W  20000-25000,outbound,domestic,february,2022,Feb-22,Q1_2022,65
pmo sta fe,cpa port,10W  26000-over,outbound,domestic,february,2022,Feb-22,Q1_2022,1611
pmo sta fe,cpa port,Heavy Equipment,outbound,domestic,february,2022,Feb-22,Q1_2022,4
pmo sta fe,lgu port,Motor Cycle/ Motor Bike,inbound,domestic,february,2022,Feb-22,Q1_2022,279
pmo sta fe,lgu port,4W  1100-2300,inbound,domestic,february,2022,Feb-22,Q1_2022,603
pmo sta fe,lgu port,4W  2400-over,inbound,domestic,february,2022,Feb-22,Q1_2022,7
pmo sta fe,lgu port,6W  4800-7500,inbound,domestic,february,2022,Feb-22,Q1_2022,268
pmo sta fe,lgu port,6W  7600-15000,inbound,domestic,february,2022,Feb-22,Q1_2022,
pmo sta fe,lgu port,8W-10W  20000-25000,inbound,domestic,february,2022,Feb-22,Q1_2022,4
pmo sta fe,lgu port,10W  26000-over,inbound,domestic,february,2022,Feb-22,Q1_2022,417
pmo sta fe,lgu port,Heavy Equipment,inbound,domestic,february,2022,Feb-22,Q1_2022,
pmo sta fe,lgu port,Motor Cycle/ Motor Bike,outbound,domestic,february,2022,Feb-22,Q1_2022,300
pmo sta fe,lgu port,4W  1100-2300,outbound,domestic,february,2022,Feb-22,Q1_2022,539
pmo sta fe,lgu port,4W  2400-over,outbound,domestic,february,2022,Feb-22,Q1_2022,3
pmo sta fe,lgu port,6W  4800-7500,outbound,domestic,february,2022,Feb-22,Q1_2022,230
pmo sta fe,lgu port,6W  7600-15000,outbound,domestic,february,2022,Feb-22,Q1_2022,
pmo sta fe,lgu port,8W-10W  20000-25000,outbound,domestic,february,2022,Feb-22,Q1_2022,10
pmo sta fe,lgu port,10W  26000-over,outbound,domestic,february,2022,Feb-22,Q1_2022,323
pmo sta fe,lgu port,Heavy Equipment,outbound,domestic,february,2022,Feb-22,Q1_2022,2
pmo sta fe,private port,Motor Cycle/ Motor Bike,inbound,domestic,february,2022,Feb-22,Q1_2022,
pmo sta fe,private port,4W  1100-2300,inbound,domestic,february,2022,Feb-22,Q1_2022,
pmo sta fe,private port,4W  2400-over,inbound,domestic,february,2022,Feb-22,Q1_2022,
pmo sta fe,private port,6W  4800-7500,inbound,domestic,february,2022,Feb-22,Q1_2022,
pmo sta fe,private port,6W  7600-15000,inbound,domestic,february,2022,Feb-22,Q1_2022,7
pmo sta fe,private port,8W-10W  20000-25000,inbound,domestic,february,2022,Feb-22,Q1_2022,82
pmo sta fe,private port,10W  26000-over,inbound,domestic,february,2022,Feb-22,Q1_2022,57
pmo sta fe,private port,Heavy Equipment,inbound,domestic,february,2022,Feb-22,Q1_2022,
pmo sta fe,private port,Motor Cycle/ Motor Bike,outbound,domestic,february,2022,Feb-22,Q1_2022,
pmo sta fe,private port,4W  1100-2300,outbound,domestic,february,2022,Feb-22,Q1_2022,
pmo sta fe,private port,4W  2400-over,outbound,domestic,february,2022,Feb-22,Q1_2022,
pmo sta fe,private port,6W  4800-7500,outbound,domestic,february,2022,Feb-22,Q1_2022,
pmo sta fe,private port,6W  7600-15000,outbound,domestic,february,2022,Feb-22,Q1_2022,
pmo sta fe,private port,8W-10W  20000-25000,outbound,domestic,february,2022,Feb-22,Q1_2022,83
pmo sta fe,private port,10W  26000-over,outbound,domestic,february,2022,Feb-22,Q1_2022,55
pmo sta fe,private port,Heavy Equipment,outbound,domestic,february,2022,Feb-22,Q1_2022,
pmo toledo,cpa port,Motor Cycle/ Motor Bike,inbound,domestic,february,2022,Feb-22,Q1_2022,1484
pmo toledo,cpa port,4W  1100-2300,inbound,domestic,february,2022,Feb-22,Q1_2022,443
pmo toledo,cpa port,4W  2400-over,inbound,domestic,february,2022,Feb-22,Q1_2022,1015
pmo toledo,cpa port,6W  4800-7500,inbound,domestic,february,2022,Feb-22,Q1_2022,151
pmo toledo,cpa port,6W  7600-15000,inbound,domestic,february,2022,Feb-22,Q1_2022,220
pmo toledo,cpa port,8W-10W  20000-25000,inbound,domestic,february,2022,Feb-22,Q1_2022,325
pmo toledo,cpa port,10W  26000-over,inbound,domestic,february,2022,Feb-22,Q1_2022,298
pmo toledo,cpa port,Heavy Equipment,inbound,domestic,february,2022,Feb-22,Q1_2022,9
pmo toledo,cpa port,Motor Cycle/ Motor Bike,outbound,domestic,february,2022,Feb-22,Q1_2022,1396
pmo toledo,cpa port,4W  1100-2300,outbound,domestic,february,2022,Feb-22,Q1_2022,357
pmo toledo,cpa port,4W  2400-over,outbound,domestic,february,2022,Feb-22,Q1_2022,834
pmo toledo,cpa port,6W  4800-7500,outbound,domestic,february,2022,Feb-22,Q1_2022,153
pmo toledo,cpa port,6W  7600-15000,outbound,domestic,february,2022,Feb-22,Q1_2022,220
pmo toledo,cpa port,8W-10W  20000-25000,outbound,domestic,february,2022,Feb-22,Q1_2022,417
pmo toledo,cpa port,10W  26000-over,outbound,domestic,february,2022,Feb-22,Q1_2022,178
pmo toledo,cpa port,Heavy Equipment,outbound,domestic,february,2022,Feb-22,Q1_2022,1
pmo toledo,lgu port,Motor Cycle/ Motor Bike,inbound,domestic,february,2022,Feb-22,Q1_2022,318
pmo toledo,lgu port,4W  1100-2300,inbound,domestic,february,2022,Feb-22,Q1_2022,822
pmo toledo,lgu port,4W  2400-over,inbound,domestic,february,2022,Feb-22,Q1_2022,25
pmo toledo,lgu port,6W  4800-7500,inbound,domestic,february,2022,Feb-22,Q1_2022,525
pmo toledo,lgu port,6W  7600-15000,inbound,domestic,february,2022,Feb-22,Q1_2022,204
pmo toledo,lgu port,8W-10W  20000-25000,inbound,domestic,february,2022,Feb-22,Q1_2022,3040
pmo toledo,lgu port,10W  26000-over,inbound,domestic,february,2022,Feb-22,Q1_2022,114
pmo toledo,lgu port,Heavy Equipment,inbound,domestic,february,2022,Feb-22,Q1_2022,0
pmo toledo,lgu port,Motor Cycle/ Motor Bike,outbound,domestic,february,2022,Feb-22,Q1_2022,348
pmo toledo,lgu port,4W  1100-2300,outbound,domestic,february,2022,Feb-22,Q1_2022,883
pmo toledo,lgu port,4W  2400-over,outbound,domestic,february,2022,Feb-22,Q1_2022,22
pmo toledo,lgu port,6W  4800-7500,outbound,domestic,february,2022,Feb-22,Q1_2022,589
pmo toledo,lgu port,6W  7600-15000,outbound,domestic,february,2022,Feb-22,Q1_2022,242
pmo toledo,lgu port,8W-10W  20000-25000,outbound,domestic,february,2022,Feb-22,Q1_2022,3099
pmo toledo,lgu port,10W  26000-over,outbound,domestic,february,2022,Feb-22,Q1_2022,81
pmo toledo,lgu port,Heavy Equipment,outbound,domestic,february,2022,Feb-22,Q1_2022,0
pmo toledo,private port,Motor Cycle/ Motor Bike,inbound,domestic,february,2022,Feb-22,Q1_2022,0
pmo toledo,private port,4W  1100-2300,inbound,domestic,february,2022,Feb-22,Q1_2022,2
pmo toledo,private port,4W  2400-over,inbound,domestic,february,2022,Feb-22,Q1_2022,3
pmo toledo,private port,6W  4800-7500,inbound,domestic,february,2022,Feb-22,Q1_2022,19
pmo toledo,private port,6W  7600-15000,inbound,domestic,february,2022,Feb-22,Q1_2022,43
pmo toledo,private port,8W-10W  20000-25000,inbound,domestic,february,2022,Feb-22,Q1_2022,191
pmo toledo,private port,10W  26000-over,inbound,domestic,february,2022,Feb-22,Q1_2022,114
pmo toledo,private port,Heavy Equipment,inbound,domestic,february,2022,Feb-22,Q1_2022,1
pmo toledo,private port,Motor Cycle/ Motor Bike,outbound,domestic,february,2022,Feb-22,Q1_2022,0
pmo toledo,private port,4W  1100-2300,outbound,domestic,february,2022,Feb-22,Q1_2022,2
pmo toledo,private port,4W  2400-over,outbound,domestic,february,2022,Feb-22,Q1_2022,1
pmo toledo,private port,6W  4800-7500,outbound,domestic,february,2022,Feb-22,Q1_2022,4
pmo toledo,private port,6W  7600-15000,outbound,domestic,february,2022,Feb-22,Q1_2022,14
pmo toledo,private port,8W-10W  20000-25000,outbound,domestic,february,2022,Feb-22,Q1_2022,163
pmo toledo,private port,10W  26000-over,outbound,domestic,february,2022,Feb-22,Q1_2022,131
pmo toledo,private port,Heavy Equipment,outbound,domestic,february,2022,Feb-22,Q1_2022,0
pmo argao,cpa port,Motor Cycle/ Motor Bike,inbound,domestic,february,2022,Feb-22,Q1_2022,62
pmo argao,cpa port,4W  1100-2300,inbound,domestic,february,2022,Feb-22,Q1_2022,14
pmo argao,cpa port,4W  2400-over,inbound,domestic,february,2022,Feb-22,Q1_2022,64
pmo argao,cpa port,6W  4800-7500,inbound,domestic,february,2022,Feb-22,Q1_2022,7
pmo argao,cpa port,6W  7600-15000,inbound,domestic,february,2022,Feb-22,Q1_2022,38
pmo argao,cpa port,8W-10W  20000-25000,inbound,domestic,february,2022,Feb-22,Q1_2022,261
pmo argao,cpa port,10W  26000-over,inbound,domestic,february,2022,Feb-22,Q1_2022,106
pmo argao,cpa port,Heavy Equipment,inbound,domestic,february,2022,Feb-22,Q1_2022,2
pmo argao,cpa port,Motor Cycle/ Motor Bike,outbound,domestic,february,2022,Feb-22,Q1_2022,85
pmo argao,cpa port,4W  1100-2300,outbound,domestic,february,2022,Feb-22,Q1_2022,34
pmo argao,cpa port,4W  2400-over,outbound,domestic,february,2022,Feb-22,Q1_2022,56
pmo argao,cpa port,6W  4800-7500,outbound,domestic,february,2022,Feb-22,Q1_2022,6
pmo argao,cpa port,6W  7600-15000,outbound,domestic,february,2022,Feb-22,Q1_2022,39
pmo argao,cpa port,8W-10W  20000-25000,outbound,domestic,february,2022,Feb-22,Q1_2022,338
pmo argao,cpa port,10W  26000-over,outbound,domestic,february,2022,Feb-22,Q1_2022,134
pmo argao,cpa port,Heavy Equipment,outbound,domestic,february,2022,Feb-22,Q1_2022,1
pmo argao,lgu port,Motor Cycle/ Motor Bike,inbound,domestic,february,2022,Feb-22,Q1_2022,
pmo argao,lgu port,4W  1100-2300,inbound,domestic,february,2022,Feb-22,Q1_2022,
pmo argao,lgu port,4W  2400-over,inbound,domestic,february,2022,Feb-22,Q1_2022,
pmo argao,lgu port,6W  4800-7500,inbound,domestic,february,2022,Feb-22,Q1_2022,
pmo argao,lgu port,6W  7600-15000,inbound,domestic,february,2022,Feb-22,Q1_2022,
pmo argao,lgu port,8W-10W  20000-25000,inbound,domestic,february,2022,Feb-22,Q1_2022,
pmo argao,lgu port,10W  26000-over,inbound,domestic,february,2022,Feb-22,Q1_2022,
pmo argao,lgu port,Heavy Equipment,inbound,domestic,february,2022,Feb-22,Q1_2022,
pmo argao,lgu port,Motor Cycle/ Motor Bike,outbound,domestic,february,2022,Feb-22,Q1_2022,
pmo argao,lgu port,4W  1100-2300,outbound,domestic,february,2022,Feb-22,Q1_2022,
pmo argao,lgu port,4W  2400-over,outbound,domestic,february,2022,Feb-22,Q1_2022,
pmo argao,lgu port,6W  4800-7500,outbound,domestic,february,2022,Feb-22,Q1_2022,
pmo argao,lgu port,6W  7600-15000,outbound,domestic,february,2022,Feb-22,Q1_2022,
