pmo,port_type,ship_type,movement_type,month,year,mont_year,Quarter,   count   
pmo argao,lgu port,Yacht,domestic,november,2023,Nov-23,Q4_2023,
pmo argao,lgu port,Anchorage Bulk,domestic,november,2023,Nov-23,Q4_2023,
pmo argao,lgu port,Anchorage Breakbulk,domestic,november,2023,Nov-23,Q4_2023,
pmo argao,lgu port,Anchorage Container,domestic,november,2023,Nov-23,Q4_2023,
pmo argao,lgu port,Anchorage Motor Tug,domestic,november,2023,Nov-23,Q4_2023,
pmo argao,lgu port,Anchorage Yacht,domestic,november,2023,Nov-23,Q4_2023,
pmo argao,lgu port,Anchorage Roro,domestic,november,2023,Nov-23,Q4_2023,
pmo argao,lgu port,Bulk,foreign,november,2023,Nov-23,Q4_2023,
pmo argao,lgu port,Breakbulk,foreign,november,2023,Nov-23,Q4_2023,
pmo argao,lgu port,Container,foreign,november,2023,Nov-23,Q4_2023,
pmo argao,lgu port,Roro,foreign,november,2023,Nov-23,Q4_2023,
pmo argao,lgu port,Motor Tug,foreign,november,2023,Nov-23,Q4_2023,
pmo argao,lgu port,Yacht,foreign,november,2023,Nov-23,Q4_2023,
pmo argao,lgu port,Anchorage Bulk,foreign,november,2023,Nov-23,Q4_2023,
pmo argao,lgu port,Anchorage Breakbulk,foreign,november,2023,Nov-23,Q4_2023,
pmo argao,lgu port,Anchorage Container,foreign,november,2023,Nov-23,Q4_2023,
pmo argao,lgu port,Anchorage Motor Tug,foreign,november,2023,Nov-23,Q4_2023,
pmo argao,lgu port,Cruise Ship,foreign,november,2023,Nov-23,Q4_2023,
pmo argao,lgu port,Survey Vessel,foreign,november,2023,Nov-23,Q4_2023,
pmo argao,lgu port,Anchorage Yacht,foreign,november,2023,Nov-23,Q4_2023,
pmo argao,private port,Anchorage Yacht,foreign,november,2023,Nov-23,Q4_2023,
pmo argao,private port,Conventional Bulk,domestic,november,2023,Nov-23,Q4_2023,41
pmo argao,private port,Conventional Breakbulk,domestic,november,2023,Nov-23,Q4_2023,114
pmo argao,private port,Barge,domestic,november,2023,Nov-23,Q4_2023,
pmo argao,private port,Container,domestic,november,2023,Nov-23,Q4_2023,6
pmo argao,private port,Roro,domestic,november,2023,Nov-23,Q4_2023,939
pmo argao,private port,Fastcraft,domestic,november,2023,Nov-23,Q4_2023,477
pmo argao,private port,Motor Launch,domestic,november,2023,Nov-23,Q4_2023,
pmo argao,private port,Bay and River,domestic,november,2023,Nov-23,Q4_2023,
pmo argao,private port,Metro Ferry,domestic,november,2023,Nov-23,Q4_2023,
pmo argao,private port,Fishing Boat,domestic,november,2023,Nov-23,Q4_2023,
pmo argao,private port,Motor Tug,domestic,november,2023,Nov-23,Q4_2023,12
pmo argao,private port,Yacht,domestic,november,2023,Nov-23,Q4_2023,
pmo argao,private port,Anchorage Bulk,domestic,november,2023,Nov-23,Q4_2023,8
pmo argao,private port,Anchorage Breakbulk,domestic,november,2023,Nov-23,Q4_2023,3
pmo argao,private port,Anchorage Container,domestic,november,2023,Nov-23,Q4_2023,
pmo argao,private port,Anchorage Motor Tug,domestic,november,2023,Nov-23,Q4_2023,5
pmo argao,private port,Anchorage Yacht,domestic,november,2023,Nov-23,Q4_2023,
pmo argao,private port,Anchorage Roro,domestic,november,2023,Nov-23,Q4_2023,
pmo argao,private port,Bulk,foreign,november,2023,Nov-23,Q4_2023,12
pmo argao,private port,Breakbulk,foreign,november,2023,Nov-23,Q4_2023,
pmo argao,private port,Container,foreign,november,2023,Nov-23,Q4_2023,
pmo argao,private port,Roro,foreign,november,2023,Nov-23,Q4_2023,
pmo argao,private port,Motor Tug,foreign,november,2023,Nov-23,Q4_2023,
pmo argao,private port,Yacht,foreign,november,2023,Nov-23,Q4_2023,
pmo argao,private port,Anchorage Bulk,foreign,november,2023,Nov-23,Q4_2023,2
pmo argao,private port,Anchorage Breakbulk,foreign,november,2023,Nov-23,Q4_2023,
pmo argao,private port,Anchorage Container,foreign,november,2023,Nov-23,Q4_2023,
pmo argao,private port,Anchorage Motor Tug,foreign,november,2023,Nov-23,Q4_2023,
pmo argao,private port,Cruise Ship,foreign,november,2023,Nov-23,Q4_2023,
pmo argao,private port,Survey Vessel,foreign,november,2023,Nov-23,Q4_2023,
pmo argao,private port,Anchorage Yacht,foreign,november,2023,Nov-23,Q4_2023,
pmo cip,cpa port,Conventional Bulk,domestic,december,2023,Dec-23,Q4_2023,
pmo cip,cpa port,Conventional Breakbulk,domestic,december,2023,Dec-23,Q4_2023,8
pmo cip,cpa port,Barge,domestic,december,2023,Dec-23,Q4_2023,
pmo cip,cpa port,Container,domestic,december,2023,Dec-23,Q4_2023,
pmo cip,cpa port,Roro,domestic,december,2023,Dec-23,Q4_2023,
pmo cip,cpa port,Fastcraft,domestic,december,2023,Dec-23,Q4_2023,
pmo cip,cpa port,Motor Launch,domestic,december,2023,Dec-23,Q4_2023,
pmo cip,cpa port,Bay and River,domestic,december,2023,Dec-23,Q4_2023,
pmo cip,cpa port,Metro Ferry,domestic,december,2023,Dec-23,Q4_2023,
pmo cip,cpa port,Fishing Boat,domestic,december,2023,Dec-23,Q4_2023,
pmo cip,cpa port,Motor Tug,domestic,december,2023,Dec-23,Q4_2023,
pmo cip,cpa port,Yacht,domestic,december,2023,Dec-23,Q4_2023,
pmo cip,cpa port,Anchorage Bulk,domestic,december,2023,Dec-23,Q4_2023,
pmo cip,cpa port,Anchorage Breakbulk,domestic,december,2023,Dec-23,Q4_2023,
pmo cip,cpa port,Anchorage Container,domestic,december,2023,Dec-23,Q4_2023,
pmo cip,cpa port,Anchorage Motor Tug,domestic,december,2023,Dec-23,Q4_2023,
pmo cip,cpa port,Anchorage Yacht,domestic,december,2023,Dec-23,Q4_2023,
pmo cip,cpa port,Anchorage Roro,domestic,december,2023,Dec-23,Q4_2023,
pmo cip,cpa port,Bulk,foreign,december,2023,Dec-23,Q4_2023,
pmo cip,cpa port,Breakbulk,foreign,december,2023,Dec-23,Q4_2023,3
pmo cip,cpa port,Container,foreign,december,2023,Dec-23,Q4_2023,31
pmo cip,cpa port,Roro,foreign,december,2023,Dec-23,Q4_2023,
pmo cip,cpa port,Motor Tug,foreign,december,2023,Dec-23,Q4_2023,
pmo cip,cpa port,Yacht,foreign,december,2023,Dec-23,Q4_2023,
pmo cip,cpa port,Anchorage Bulk,foreign,december,2023,Dec-23,Q4_2023,
pmo cip,cpa port,Anchorage Breakbulk,foreign,december,2023,Dec-23,Q4_2023,
pmo cip,cpa port,Anchorage Container,foreign,december,2023,Dec-23,Q4_2023,
pmo cip,cpa port,Anchorage Motor Tug,foreign,december,2023,Dec-23,Q4_2023,
pmo cip,cpa port,Cruise Ship,foreign,december,2023,Dec-23,Q4_2023,
pmo cip,cpa port,Survey Vessel,foreign,december,2023,Dec-23,Q4_2023,
pmo cip,cpa port,Anchorage Yacht,foreign,december,2023,Dec-23,Q4_2023,
pmo cip,lgu port,Conventional Bulk,domestic,december,2023,Dec-23,Q4_2023,
pmo cip,lgu port,Conventional Breakbulk,domestic,december,2023,Dec-23,Q4_2023,
pmo cip,lgu port,Barge,domestic,december,2023,Dec-23,Q4_2023,
pmo cip,lgu port,Container,domestic,december,2023,Dec-23,Q4_2023,
pmo cip,lgu port,Roro,domestic,december,2023,Dec-23,Q4_2023,
pmo cip,lgu port,Fastcraft,domestic,december,2023,Dec-23,Q4_2023,
pmo cip,lgu port,Motor Launch,domestic,december,2023,Dec-23,Q4_2023,
pmo cip,lgu port,Bay and River,domestic,december,2023,Dec-23,Q4_2023,
pmo cip,lgu port,Metro Ferry,domestic,december,2023,Dec-23,Q4_2023,
pmo cip,lgu port,Fishing Boat,domestic,december,2023,Dec-23,Q4_2023,
pmo cip,lgu port,Motor Tug,domestic,december,2023,Dec-23,Q4_2023,
pmo cip,lgu port,Yacht,domestic,december,2023,Dec-23,Q4_2023,
pmo cip,lgu port,Anchorage Bulk,domestic,december,2023,Dec-23,Q4_2023,
pmo cip,lgu port,Anchorage Breakbulk,domestic,december,2023,Dec-23,Q4_2023,
pmo cip,lgu port,Anchorage Container,domestic,december,2023,Dec-23,Q4_2023,
pmo cip,lgu port,Anchorage Motor Tug,domestic,december,2023,Dec-23,Q4_2023,
pmo cip,lgu port,Anchorage Yacht,domestic,december,2023,Dec-23,Q4_2023,
pmo cip,lgu port,Anchorage Roro,domestic,december,2023,Dec-23,Q4_2023,
pmo cip,lgu port,Bulk,foreign,december,2023,Dec-23,Q4_2023,
pmo cip,lgu port,Breakbulk,foreign,december,2023,Dec-23,Q4_2023,
pmo cip,lgu port,Container,foreign,december,2023,Dec-23,Q4_2023,
pmo cip,lgu port,Roro,foreign,december,2023,Dec-23,Q4_2023,
pmo cip,lgu port,Motor Tug,foreign,december,2023,Dec-23,Q4_2023,
pmo cip,lgu port,Yacht,foreign,december,2023,Dec-23,Q4_2023,
pmo cip,lgu port,Anchorage Bulk,foreign,december,2023,Dec-23,Q4_2023,
pmo cip,lgu port,Anchorage Breakbulk,foreign,december,2023,Dec-23,Q4_2023,
pmo cip,lgu port,Anchorage Container,foreign,december,2023,Dec-23,Q4_2023,
pmo cip,lgu port,Anchorage Motor Tug,foreign,december,2023,Dec-23,Q4_2023,
pmo cip,lgu port,Cruise Ship,foreign,december,2023,Dec-23,Q4_2023,
pmo cip,lgu port,Survey Vessel,foreign,december,2023,Dec-23,Q4_2023,
pmo cip,lgu port,Anchorage Yacht,foreign,december,2023,Dec-23,Q4_2023,
pmo cip,private port,Anchorage Yacht,foreign,december,2023,Dec-23,Q4_2023,
pmo cip,private port,Conventional Bulk,domestic,december,2023,Dec-23,Q4_2023,
pmo cip,private port,Conventional Breakbulk,domestic,december,2023,Dec-23,Q4_2023,5
pmo cip,private port,Barge,domestic,december,2023,Dec-23,Q4_2023,
pmo cip,private port,Container,domestic,december,2023,Dec-23,Q4_2023,
pmo cip,private port,Roro,domestic,december,2023,Dec-23,Q4_2023,
pmo cip,private port,Fastcraft,domestic,december,2023,Dec-23,Q4_2023,
pmo cip,private port,Motor Launch,domestic,december,2023,Dec-23,Q4_2023,
pmo cip,private port,Bay and River,domestic,december,2023,Dec-23,Q4_2023,
pmo cip,private port,Metro Ferry,domestic,december,2023,Dec-23,Q4_2023,
pmo cip,private port,Fishing Boat,domestic,december,2023,Dec-23,Q4_2023,
pmo cip,private port,Motor Tug,domestic,december,2023,Dec-23,Q4_2023,
pmo cip,private port,Yacht,domestic,december,2023,Dec-23,Q4_2023,
pmo cip,private port,Anchorage Bulk,domestic,december,2023,Dec-23,Q4_2023,
pmo cip,private port,Anchorage Breakbulk,domestic,december,2023,Dec-23,Q4_2023,
pmo cip,private port,Anchorage Container,domestic,december,2023,Dec-23,Q4_2023,
pmo cip,private port,Anchorage Motor Tug,domestic,december,2023,Dec-23,Q4_2023,
pmo cip,private port,Anchorage Yacht,domestic,december,2023,Dec-23,Q4_2023,
pmo cip,private port,Anchorage Roro,domestic,december,2023,Dec-23,Q4_2023,
pmo cip,private port,Bulk,foreign,december,2023,Dec-23,Q4_2023,1
pmo cip,private port,Breakbulk,foreign,december,2023,Dec-23,Q4_2023,4
pmo cip,private port,Container,foreign,december,2023,Dec-23,Q4_2023,
pmo cip,private port,Roro,foreign,december,2023,Dec-23,Q4_2023,
pmo cip,private port,Motor Tug,foreign,december,2023,Dec-23,Q4_2023,
pmo cip,private port,Yacht,foreign,december,2023,Dec-23,Q4_2023,
pmo cip,private port,Anchorage Bulk,foreign,december,2023,Dec-23,Q4_2023,
pmo cip,private port,Anchorage Breakbulk,foreign,december,2023,Dec-23,Q4_2023,
pmo cip,private port,Anchorage Container,foreign,december,2023,Dec-23,Q4_2023,
pmo cip,private port,Anchorage Motor Tug,foreign,december,2023,Dec-23,Q4_2023,
pmo cip,private port,Cruise Ship,foreign,december,2023,Dec-23,Q4_2023,
pmo cip,private port,Survey Vessel,foreign,december,2023,Dec-23,Q4_2023,
pmo cip,private port,Anchorage Yacht,foreign,december,2023,Dec-23,Q4_2023,
pmo pier 4,cpa port,Conventional Bulk,domestic,december,2023,Dec-23,Q4_2023,1
pmo pier 4,cpa port,Conventional Breakbulk,domestic,december,2023,Dec-23,Q4_2023,7
pmo pier 4,cpa port,Barge,domestic,december,2023,Dec-23,Q4_2023,
pmo pier 4,cpa port,Container,domestic,december,2023,Dec-23,Q4_2023,84
pmo pier 4,cpa port,Roro,domestic,december,2023,Dec-23,Q4_2023,304
pmo pier 4,cpa port,Fastcraft,domestic,december,2023,Dec-23,Q4_2023,
pmo pier 4,cpa port,Motor Launch,domestic,december,2023,Dec-23,Q4_2023,
pmo pier 4,cpa port,Bay and River,domestic,december,2023,Dec-23,Q4_2023,
pmo pier 4,cpa port,Metro Ferry,domestic,december,2023,Dec-23,Q4_2023,
pmo pier 4,cpa port,Fishing Boat,domestic,december,2023,Dec-23,Q4_2023,
pmo pier 4,cpa port,Motor Tug,domestic,december,2023,Dec-23,Q4_2023,10
pmo pier 4,cpa port,Yacht,domestic,december,2023,Dec-23,Q4_2023,
pmo pier 4,cpa port,Anchorage Bulk,domestic,december,2023,Dec-23,Q4_2023,
pmo pier 4,cpa port,Anchorage Breakbulk,domestic,december,2023,Dec-23,Q4_2023,
pmo pier 4,cpa port,Anchorage Container,domestic,december,2023,Dec-23,Q4_2023,
pmo pier 4,cpa port,Anchorage Motor Tug,domestic,december,2023,Dec-23,Q4_2023,
pmo pier 4,cpa port,Anchorage Yacht,domestic,december,2023,Dec-23,Q4_2023,
pmo pier 4,cpa port,Anchorage Roro,domestic,december,2023,Dec-23,Q4_2023,
pmo pier 3,cpa port,Conventional Bulk,domestic,december,2023,Dec-23,Q4_2023,25
pmo pier 3,cpa port,Conventional Breakbulk,domestic,december,2023,Dec-23,Q4_2023,73
pmo pier 3,cpa port,Barge,domestic,december,2023,Dec-23,Q4_2023,0
pmo pier 3,cpa port,Container,domestic,december,2023,Dec-23,Q4_2023,9
pmo pier 3,cpa port,Roro,domestic,december,2023,Dec-23,Q4_2023,381
pmo pier 3,cpa port,Fastcraft,domestic,december,2023,Dec-23,Q4_2023,320
pmo pier 3,cpa port,Motor Launch,domestic,december,2023,Dec-23,Q4_2023,0
pmo pier 3,cpa port,Bay and River,domestic,december,2023,Dec-23,Q4_2023,1056
pmo pier 3,cpa port,Metro Ferry,domestic,december,2023,Dec-23,Q4_2023,0
pmo pier 3,cpa port,Fishing Boat,domestic,december,2023,Dec-23,Q4_2023,0
pmo pier 3,cpa port,Motor Tug,domestic,december,2023,Dec-23,Q4_2023,1
pmo pier 3,cpa port,Yacht,domestic,december,2023,Dec-23,Q4_2023,0
pmo pier 3,cpa port,Anchorage Bulk,domestic,december,2023,Dec-23,Q4_2023,0
pmo pier 3,cpa port,Anchorage Breakbulk,domestic,december,2023,Dec-23,Q4_2023,0
pmo pier 3,cpa port,Anchorage Container,domestic,december,2023,Dec-23,Q4_2023,0
pmo pier 3,cpa port,Anchorage Motor Tug,domestic,december,2023,Dec-23,Q4_2023,0
pmo pier 3,cpa port,Anchorage Yacht,domestic,december,2023,Dec-23,Q4_2023,0
pmo pier 3,cpa port,Anchorage Roro,domestic,december,2023,Dec-23,Q4_2023,0
pmo pier 1,cpa port,Conventional Breakbulk,Domestic,december,2023,Dec-23,Q4_2023,40
pmo pier 1,cpa port,Conventional Bulk,Domestic,december,2023,Dec-23,Q4_2023,11
pmo pier 1,cpa port,Fastcraft,Domestic,december,2023,Dec-23,Q4_2023,700
pmo pier 1,cpa port,Motor Launch,Domestic,december,2023,Dec-23,Q4_2023,24
pmo pier 1,cpa port,Motor Tug,Domestic,december,2023,Dec-23,Q4_2023,9
pmo pier 1,cpa port,Roro,Domestic,december,2023,Dec-23,Q4_2023,158
pmo pier 1,cpa port,Conventional Bulk,Foreign,december,2023,Dec-23,Q4_2023,3
pmo pier 1,private port,Container,Domestic,december,2023,Dec-23,Q4_2023,30
pmo pier 1,private port,Conventional Breakbulk,Domestic,december,2023,Dec-23,Q4_2023,50
pmo pier 1,private port,Motor Tug,Domestic,december,2023,Dec-23,Q4_2023,1
pmo pier 1,private port,Roro,Domestic,december,2023,Dec-23,Q4_2023,4
pmo pier 1,private port,Conventional Breakbulk,Foreign,december,2023,Dec-23,Q4_2023,3
pmo pier 1,cpa port,Anchorage Breakbulk,Domestic,december,2023,Dec-23,Q4_2023,4
pmo pier 1,cpa port,Anchorage Bulk,Domestic,december,2023,Dec-23,Q4_2023,5
pmo pier 1,cpa port,Anchorage Motor Tug,Domestic,december,2023,Dec-23,Q4_2023,1
pmo pier 1,cpa port,Anchorage Roro,Domestic,december,2023,Dec-23,Q4_2023,2
pmo pier 1,cpa port,Anchorage Breakbulk,Foreign,december,2023,Dec-23,Q4_2023,1
pmo pier 1,cpa port,Anchorage Bulk,Foreign,december,2023,Dec-23,Q4_2023,1
pmo pier 1,cpa port,Anchorage Yatch,Foreign,december,2023,Dec-23,Q4_2023,1
pmo sta fe,cpa port,Conventional Bulk,domestic,december,2023,Dec-23,Q4_2023,2
pmo sta fe,cpa port,Conventional Breakbulk,domestic,december,2023,Dec-23,Q4_2023,50
pmo sta fe,cpa port,Barge,domestic,december,2023,Dec-23,Q4_2023,1
pmo sta fe,cpa port,Container,domestic,december,2023,Dec-23,Q4_2023,
pmo sta fe,cpa port,Roro,domestic,december,2023,Dec-23,Q4_2023,996
pmo sta fe,cpa port,Fastcraft,domestic,december,2023,Dec-23,Q4_2023,
pmo sta fe,cpa port,Motor Launch,domestic,december,2023,Dec-23,Q4_2023,
pmo sta fe,cpa port,Bay and River,domestic,december,2023,Dec-23,Q4_2023,271
pmo sta fe,cpa port,Metro Ferry,domestic,december,2023,Dec-23,Q4_2023,
pmo sta fe,cpa port,Fishing Boat,domestic,december,2023,Dec-23,Q4_2023,
pmo sta fe,cpa port,Motor Tug,domestic,december,2023,Dec-23,Q4_2023,1
pmo sta fe,cpa port,Yacht,domestic,december,2023,Dec-23,Q4_2023,
pmo sta fe,cpa port,Anchorage Bulk,domestic,december,2023,Dec-23,Q4_2023,
pmo sta fe,cpa port,Anchorage Breakbulk,domestic,december,2023,Dec-23,Q4_2023,
pmo sta fe,cpa port,Anchorage Barge,domestic,december,2023,Dec-23,Q4_2023,1
pmo sta fe,cpa port,Anchorage Container,domestic,december,2023,Dec-23,Q4_2023,
pmo sta fe,cpa port,Anchorage Motor Tug,domestic,december,2023,Dec-23,Q4_2023,1
pmo sta fe,cpa port,Anchorage Yacht,domestic,december,2023,Dec-23,Q4_2023,
pmo sta fe,cpa port,Anchorage Roro,domestic,december,2023,Dec-23,Q4_2023,
pmo sta fe,cpa port,Bulk,foreign,december,2023,Dec-23,Q4_2023,
pmo sta fe,cpa port,Breakbulk,foreign,december,2023,Dec-23,Q4_2023,
pmo sta fe,cpa port,Container,foreign,december,2023,Dec-23,Q4_2023,
pmo sta fe,cpa port,Roro,foreign,december,2023,Dec-23,Q4_2023,
pmo sta fe,cpa port,Motor Tug,foreign,december,2023,Dec-23,Q4_2023,
pmo sta fe,cpa port,Yacht,foreign,december,2023,Dec-23,Q4_2023,
pmo sta fe,cpa port,Anchorage Bulk,foreign,december,2023,Dec-23,Q4_2023,
pmo sta fe,cpa port,Anchorage Breakbulk,foreign,december,2023,Dec-23,Q4_2023,
pmo sta fe,cpa port,Anchorage Container,foreign,december,2023,Dec-23,Q4_2023,
pmo sta fe,cpa port,Anchorage Motor Tug,foreign,december,2023,Dec-23,Q4_2023,
pmo sta fe,cpa port,Cruise Ship,foreign,december,2023,Dec-23,Q4_2023,
pmo sta fe,cpa port,Survey Vessel,foreign,december,2023,Dec-23,Q4_2023,
pmo sta fe,cpa port,Anchorage Yacht,foreign,december,2023,Dec-23,Q4_2023,
pmo sta fe,lgu port,Conventional Bulk,domestic,december,2023,Dec-23,Q4_2023,1
pmo sta fe,lgu port,Conventional Breakbulk,domestic,december,2023,Dec-23,Q4_2023,
pmo sta fe,lgu port,Barge,domestic,december,2023,Dec-23,Q4_2023,
pmo sta fe,lgu port,Container,domestic,december,2023,Dec-23,Q4_2023,
pmo sta fe,lgu port,Roro,domestic,december,2023,Dec-23,Q4_2023,104
pmo sta fe,lgu port,Fastcraft,domestic,december,2023,Dec-23,Q4_2023,
pmo sta fe,lgu port,Motor Launch,domestic,december,2023,Dec-23,Q4_2023,27
pmo sta fe,lgu port,Bay and River,domestic,december,2023,Dec-23,Q4_2023,
pmo sta fe,lgu port,Metro Ferry,domestic,december,2023,Dec-23,Q4_2023,
pmo sta fe,lgu port,Fishing Boat,domestic,december,2023,Dec-23,Q4_2023,
pmo sta fe,lgu port,Motor Tug,domestic,december,2023,Dec-23,Q4_2023,
pmo sta fe,lgu port,Yacht,domestic,december,2023,Dec-23,Q4_2023,
pmo sta fe,lgu port,Anchorage Bulk,domestic,december,2023,Dec-23,Q4_2023,
pmo sta fe,lgu port,Anchorage Breakbulk,domestic,december,2023,Dec-23,Q4_2023,
pmo sta fe,lgu port,Anchorage Container,domestic,december,2023,Dec-23,Q4_2023,
pmo sta fe,lgu port,Anchorage Motor Tug,domestic,december,2023,Dec-23,Q4_2023,
pmo sta fe,lgu port,Anchorage Yacht,domestic,december,2023,Dec-23,Q4_2023,
pmo sta fe,lgu port,Anchorage Roro,domestic,december,2023,Dec-23,Q4_2023,
pmo sta fe,lgu port,Bulk,foreign,december,2023,Dec-23,Q4_2023,
pmo sta fe,lgu port,Breakbulk,foreign,december,2023,Dec-23,Q4_2023,
pmo sta fe,lgu port,Container,foreign,december,2023,Dec-23,Q4_2023,
pmo sta fe,lgu port,Roro,foreign,december,2023,Dec-23,Q4_2023,
pmo sta fe,lgu port,Motor Tug,foreign,december,2023,Dec-23,Q4_2023,
pmo sta fe,lgu port,Yacht,foreign,december,2023,Dec-23,Q4_2023,
pmo sta fe,lgu port,Anchorage Bulk,foreign,december,2023,Dec-23,Q4_2023,
pmo sta fe,lgu port,Anchorage Breakbulk,foreign,december,2023,Dec-23,Q4_2023,
pmo sta fe,lgu port,Anchorage Container,foreign,december,2023,Dec-23,Q4_2023,
pmo sta fe,lgu port,Anchorage Motor Tug,foreign,december,2023,Dec-23,Q4_2023,
pmo sta fe,lgu port,Cruise Ship,foreign,december,2023,Dec-23,Q4_2023,
pmo sta fe,lgu port,Survey Vessel,foreign,december,2023,Dec-23,Q4_2023,
pmo sta fe,lgu port,Anchorage Yacht,foreign,december,2023,Dec-23,Q4_2023,
pmo sta fe,private port,Anchorage Yacht,foreign,december,2023,Dec-23,Q4_2023,
pmo sta fe,private port,Conventional Bulk,domestic,december,2023,Dec-23,Q4_2023,
pmo sta fe,private port,Conventional Breakbulk,domestic,december,2023,Dec-23,Q4_2023,2
pmo sta fe,private port,Barge,domestic,december,2023,Dec-23,Q4_2023,
pmo sta fe,private port,Container,domestic,december,2023,Dec-23,Q4_2023,
pmo sta fe,private port,Roro,domestic,december,2023,Dec-23,Q4_2023,14
pmo sta fe,private port,Fastcraft,domestic,december,2023,Dec-23,Q4_2023,
pmo sta fe,private port,Motor Launch,domestic,december,2023,Dec-23,Q4_2023,
pmo sta fe,private port,Bay and River,domestic,december,2023,Dec-23,Q4_2023,
pmo sta fe,private port,Metro Ferry,domestic,december,2023,Dec-23,Q4_2023,
pmo sta fe,private port,Fishing Boat,domestic,december,2023,Dec-23,Q4_2023,3
pmo sta fe,private port,Motor Tug,domestic,december,2023,Dec-23,Q4_2023,1
pmo sta fe,private port,Yacht,domestic,december,2023,Dec-23,Q4_2023,
pmo sta fe,private port,Anchorage Bulk,domestic,december,2023,Dec-23,Q4_2023,
pmo sta fe,private port,Anchorage Breakbulk,domestic,december,2023,Dec-23,Q4_2023,
pmo sta fe,private port,Anchorage Container,domestic,december,2023,Dec-23,Q4_2023,
pmo sta fe,private port,Anchorage Motor Tug,domestic,december,2023,Dec-23,Q4_2023,
pmo sta fe,private port,Anchorage Yacht,domestic,december,2023,Dec-23,Q4_2023,
pmo sta fe,private port,Anchorage Roro,domestic,december,2023,Dec-23,Q4_2023,
pmo sta fe,private port,Bulk,foreign,december,2023,Dec-23,Q4_2023,
pmo sta fe,private port,Breakbulk,foreign,december,2023,Dec-23,Q4_2023,
pmo sta fe,private port,Container,foreign,december,2023,Dec-23,Q4_2023,
pmo sta fe,private port,Roro,foreign,december,2023,Dec-23,Q4_2023,
pmo sta fe,private port,Motor Tug,foreign,december,2023,Dec-23,Q4_2023,
pmo sta fe,private port,Yacht,foreign,december,2023,Dec-23,Q4_2023,
pmo sta fe,private port,Anchorage Bulk,foreign,december,2023,Dec-23,Q4_2023,
pmo sta fe,private port,Anchorage Breakbulk,foreign,december,2023,Dec-23,Q4_2023,
pmo sta fe,private port,Anchorage Container,foreign,december,2023,Dec-23,Q4_2023,
pmo sta fe,private port,Anchorage Motor Tug,foreign,december,2023,Dec-23,Q4_2023,
pmo sta fe,private port,Cruise Ship,foreign,december,2023,Dec-23,Q4_2023,
pmo sta fe,private port,Survey Vessel,foreign,december,2023,Dec-23,Q4_2023,
pmo sta fe,private port,Anchorage Yacht,foreign,december,2023,Dec-23,Q4_2023,
pmo toledo,cpa port,Conventional Bulk,domestic,december,2023,Dec-23,Q4_2023,4
pmo toledo,cpa port,Conventional Breakbulk,domestic,december,2023,Dec-23,Q4_2023,2
pmo toledo,cpa port,Barge,domestic,december,2023,Dec-23,Q4_2023,
pmo toledo,cpa port,Container,domestic,december,2023,Dec-23,Q4_2023,
pmo toledo,cpa port,Roro,domestic,december,2023,Dec-23,Q4_2023,387
pmo toledo,cpa port,Fastcraft,domestic,december,2023,Dec-23,Q4_2023,25
pmo toledo,cpa port,Motor Launch,domestic,december,2023,Dec-23,Q4_2023,
pmo toledo,cpa port,Bay and River,domestic,december,2023,Dec-23,Q4_2023,
pmo toledo,cpa port,Metro Ferry,domestic,december,2023,Dec-23,Q4_2023,
pmo toledo,cpa port,Fishing Boat,domestic,december,2023,Dec-23,Q4_2023,
pmo toledo,cpa port,Motor Tug,domestic,december,2023,Dec-23,Q4_2023,1
pmo toledo,cpa port,Yacht,domestic,december,2023,Dec-23,Q4_2023,
pmo toledo,cpa port,Anchorage Bulk,domestic,december,2023,Dec-23,Q4_2023,
pmo toledo,cpa port,Anchorage Breakbulk,domestic,december,2023,Dec-23,Q4_2023,
pmo toledo,cpa port,Anchorage Container,domestic,december,2023,Dec-23,Q4_2023,
pmo toledo,cpa port,Anchorage Motor Tug,domestic,december,2023,Dec-23,Q4_2023,
pmo toledo,cpa port,Anchorage Yacht,domestic,december,2023,Dec-23,Q4_2023,
pmo toledo,cpa port,Anchorage Roro,domestic,december,2023,Dec-23,Q4_2023,
pmo toledo,cpa port,Bulk,foreign,december,2023,Dec-23,Q4_2023,
pmo toledo,cpa port,Breakbulk,foreign,december,2023,Dec-23,Q4_2023,
pmo toledo,cpa port,Container,foreign,december,2023,Dec-23,Q4_2023,
pmo toledo,cpa port,Roro,foreign,december,2023,Dec-23,Q4_2023,
pmo toledo,cpa port,Motor Tug,foreign,december,2023,Dec-23,Q4_2023,
pmo toledo,cpa port,Yacht,foreign,december,2023,Dec-23,Q4_2023,
pmo toledo,cpa port,Anchorage Bulk,foreign,december,2023,Dec-23,Q4_2023,
pmo toledo,cpa port,Anchorage Breakbulk,foreign,december,2023,Dec-23,Q4_2023,
pmo toledo,cpa port,Anchorage Container,foreign,december,2023,Dec-23,Q4_2023,
pmo toledo,cpa port,Anchorage Motor Tug,foreign,december,2023,Dec-23,Q4_2023,
pmo toledo,cpa port,Cruise Ship,foreign,december,2023,Dec-23,Q4_2023,
pmo toledo,cpa port,Survey Vessel,foreign,december,2023,Dec-23,Q4_2023,
pmo toledo,cpa port,Anchorage Yacht,foreign,december,2023,Dec-23,Q4_2023,
pmo toledo,lgu port,Conventional Bulk,domestic,december,2023,Dec-23,Q4_2023,
