pmo,port_type,container_type,movemnet_type,service_area,month,year,month_year,quarter,volume_teus
pmo pier 4,cpa port,Empties,outbound,domestic,may,2022,May-22,Q2_2022,4374
pmo pier 4,cpa port,Fulls,import,foreign,may,2022,May-22,Q2_2022,
pmo pier 4,cpa port,Empties,import,foreign,may,2022,May-22,Q2_2022,
pmo pier 4,cpa port,Fulls,export,foreign,may,2022,May-22,Q2_2022,
pmo pier 4,cpa port,Empties,export,foreign,may,2022,May-22,Q2_2022,
pmo pier 3,cpa port,Fulls,inbound,domestic,may,2022,May-22,Q2_2022,97
pmo pier 3,cpa port,Empties,inbound,domestic,may,2022,May-22,Q2_2022,109.5
pmo pier 3,cpa port,Fulls,outbound,domestic,may,2022,May-22,Q2_2022,166.5
pmo pier 3,cpa port,Empties,outbound,domestic,may,2022,May-22,Q2_2022,0
pmo pier 3,cpa port,Fulls,import,foreign,may,2022,May-22,Q2_2022,
pmo pier 3,cpa port,Empties,import,foreign,may,2022,May-22,Q2_2022,
pmo pier 3,cpa port,Fulls,export,foreign,may,2022,May-22,Q2_2022,
pmo pier 3,cpa port,Empties,export,foreign,may,2022,May-22,Q2_2022,
pmo pier 1,cpa port,Fulls,Inbound,Domestic,may,2022,May-22,Q2_2022,267.5
pmo pier 1,cpa port,Empties,Inbound,Domestic,may,2022,May-22,Q2_2022,525
pmo pier 1,cpa port,Fulls,Outbound,Domestic,may,2022,May-22,Q2_2022,649.5
pmo pier 1,cpa port,Empties,Outbound,Domestic,may,2022,May-22,Q2_2022,42
pmo pier 1,private port,Fulls,Inbound,Domestic,may,2022,May-22,Q2_2022,2871
pmo pier 1,private port,Fulls,Outbound,Domestic,may,2022,May-22,Q2_2022,544
pmo pier 1,private port,Empties,Outbound,Domestic,may,2022,May-22,Q2_2022,2146
pmo mandaue,private port,Fulls,inbound,domestic,may,2022,May-22,Q2_2022,2217
pmo mandaue,private port,Empties,inbound,domestic,may,2022,May-22,Q2_2022,98
pmo mandaue,private port,Fulls,outbound,domestic,may,2022,May-22,Q2_2022,1428.5
pmo mandaue,private port,Empties,outbound,domestic,may,2022,May-22,Q2_2022,20
pmo mandaue,private port,Fulls,import,foreign,may,2022,May-22,Q2_2022,
pmo mandaue,private port,Empties,import,foreign,may,2022,May-22,Q2_2022,
pmo mandaue,private port,Fulls,export,foreign,may,2022,May-22,Q2_2022,
pmo mandaue,private port,Empties,export,foreign,may,2022,May-22,Q2_2022,
pmo mandaue,cpa port,Fulls,inbound,domestic,may,2022,May-22,Q2_2022,
pmo mandaue,cpa port,Empties,inbound,domestic,may,2022,May-22,Q2_2022,
pmo mandaue,cpa port,Fulls,outbound,domestic,may,2022,May-22,Q2_2022,
pmo mandaue,cpa port,Empties,outbound,domestic,may,2022,May-22,Q2_2022,
pmo mandaue,cpa port,Fulls,import,foreign,may,2022,May-22,Q2_2022,
pmo mandaue,cpa port,Empties,import,foreign,may,2022,May-22,Q2_2022,
pmo mandaue,cpa port,Fulls,export,foreign,may,2022,May-22,Q2_2022,
pmo mandaue,cpa port,Empties,export,foreign,may,2022,May-22,Q2_2022,
pmo mandaue,lgu port,Fulls,inbound,domestic,may,2022,May-22,Q2_2022,
pmo mandaue,lgu port,Empties,inbound,domestic,may,2022,May-22,Q2_2022,
pmo mandaue,lgu port,Fulls,outbound,domestic,may,2022,May-22,Q2_2022,
pmo mandaue,lgu port,Empties,outbound,domestic,may,2022,May-22,Q2_2022,
pmo mandaue,lgu port,Fulls,import,foreign,may,2022,May-22,Q2_2022,
pmo mandaue,lgu port,Empties,import,foreign,may,2022,May-22,Q2_2022,
pmo mandaue,lgu port,Fulls,export,foreign,may,2022,May-22,Q2_2022,
pmo mandaue,lgu port,Empties,export,foreign,may,2022,May-22,Q2_2022,
pmo argao,cpa port,Fulls,inbound,domestic,may,2022,May-22,Q2_2022,
pmo argao,cpa port,Empties,inbound,domestic,may,2022,May-22,Q2_2022,
pmo argao,cpa port,Fulls,outbound,domestic,may,2022,May-22,Q2_2022,
pmo argao,cpa port,Empties,outbound,domestic,may,2022,May-22,Q2_2022,
pmo argao,cpa port,Fulls,import,foreign,may,2022,May-22,Q2_2022,
pmo argao,cpa port,Empties,import,foreign,may,2022,May-22,Q2_2022,
pmo argao,cpa port,Fulls,export,foreign,may,2022,May-22,Q2_2022,
pmo argao,cpa port,Empties,export,foreign,may,2022,May-22,Q2_2022,
pmo argao,lgu port,Fulls,inbound,domestic,may,2022,May-22,Q2_2022,
pmo argao,lgu port,Empties,inbound,domestic,may,2022,May-22,Q2_2022,
pmo argao,lgu port,Fulls,outbound,domestic,may,2022,May-22,Q2_2022,
pmo argao,lgu port,Empties,outbound,domestic,may,2022,May-22,Q2_2022,
pmo argao,lgu port,Fulls,import,foreign,may,2022,May-22,Q2_2022,
pmo argao,lgu port,Empties,import,foreign,may,2022,May-22,Q2_2022,
pmo argao,lgu port,Fulls,export,foreign,may,2022,May-22,Q2_2022,
pmo argao,lgu port,Empties,export,foreign,may,2022,May-22,Q2_2022,
pmo argao,private port,Fulls,inbound,domestic,may,2022,May-22,Q2_2022,
pmo argao,private port,Empties,inbound,domestic,may,2022,May-22,Q2_2022,558
pmo argao,private port,Fulls,outbound,domestic,may,2022,May-22,Q2_2022,560
pmo argao,private port,Empties,outbound,domestic,may,2022,May-22,Q2_2022,
pmo argao,private port,Fulls,import,foreign,may,2022,May-22,Q2_2022,
pmo argao,private port,Empties,import,foreign,may,2022,May-22,Q2_2022,
pmo argao,private port,Fulls,export,foreign,may,2022,May-22,Q2_2022,
pmo argao,private port,Empties,export,foreign,may,2022,May-22,Q2_2022,
pmo cip,cpa port,Fulls,inbound,domestic,june,2022,Jun-22,Q2_2022,1164
pmo cip,cpa port,Empties,inbound,domestic,june,2022,Jun-22,Q2_2022,
pmo cip,cpa port,Fulls,outbound,domestic,june,2022,Jun-22,Q2_2022,522
pmo cip,cpa port,Empties,outbound,domestic,june,2022,Jun-22,Q2_2022,291
pmo cip,cpa port,Fulls,import,foreign,june,2022,Jun-22,Q2_2022,17539.25
pmo cip,cpa port,Empties,import,foreign,june,2022,Jun-22,Q2_2022,17
pmo cip,cpa port,Fulls,export,foreign,june,2022,Jun-22,Q2_2022,5240
pmo cip,cpa port,Empties,export,foreign,june,2022,Jun-22,Q2_2022,14622
pmo cip,lgu port,Fulls,inbound,domestic,june,2022,Jun-22,Q2_2022,
pmo cip,lgu port,Empties,inbound,domestic,june,2022,Jun-22,Q2_2022,
pmo cip,lgu port,Fulls,outbound,domestic,june,2022,Jun-22,Q2_2022,
pmo cip,lgu port,Empties,outbound,domestic,june,2022,Jun-22,Q2_2022,
pmo cip,lgu port,Fulls,import,foreign,june,2022,Jun-22,Q2_2022,
pmo cip,lgu port,Empties,import,foreign,june,2022,Jun-22,Q2_2022,
pmo cip,lgu port,Fulls,export,foreign,june,2022,Jun-22,Q2_2022,
pmo cip,lgu port,Empties,export,foreign,june,2022,Jun-22,Q2_2022,
pmo cip,private port,Fulls,inbound,domestic,june,2022,Jun-22,Q2_2022,
pmo cip,private port,Empties,inbound,domestic,june,2022,Jun-22,Q2_2022,
pmo cip,private port,Fulls,outbound,domestic,june,2022,Jun-22,Q2_2022,
pmo cip,private port,Empties,outbound,domestic,june,2022,Jun-22,Q2_2022,
pmo cip,private port,Fulls,import,foreign,june,2022,Jun-22,Q2_2022,
pmo cip,private port,Empties,import,foreign,june,2022,Jun-22,Q2_2022,
pmo cip,private port,Fulls,export,foreign,june,2022,Jun-22,Q2_2022,
pmo cip,private port,Empties,export,foreign,june,2022,Jun-22,Q2_2022,
pmo pier 4,cpa port,Fulls,inbound,domestic,june,2022,Jun-22,Q2_2022,13812.5
pmo pier 4,cpa port,Empties,inbound,domestic,june,2022,Jun-22,Q2_2022,532
pmo pier 4,cpa port,Fulls,outbound,domestic,june,2022,Jun-22,Q2_2022,10585
pmo pier 4,cpa port,Empties,outbound,domestic,june,2022,Jun-22,Q2_2022,3806.5
pmo pier 4,cpa port,Fulls,import,foreign,june,2022,Jun-22,Q2_2022,
pmo pier 4,cpa port,Empties,import,foreign,june,2022,Jun-22,Q2_2022,
pmo pier 4,cpa port,Fulls,export,foreign,june,2022,Jun-22,Q2_2022,
pmo pier 4,cpa port,Empties,export,foreign,june,2022,Jun-22,Q2_2022,
pmo pier 4,cpa port,Fulls,inbound,domestic,june,2022,Jun-22,Q2_2022,
pmo pier 4,cpa port,Empties,inbound,domestic,june,2022,Jun-22,Q2_2022,
pmo pier 4,cpa port,Fulls,outbound,domestic,june,2022,Jun-22,Q2_2022,
pmo pier 4,cpa port,Empties,outbound,domestic,june,2022,Jun-22,Q2_2022,
pmo pier 4,cpa port,Fulls,import,foreign,june,2022,Jun-22,Q2_2022,
pmo pier 4,cpa port,Empties,import,foreign,june,2022,Jun-22,Q2_2022,
pmo pier 4,cpa port,Fulls,export,foreign,june,2022,Jun-22,Q2_2022,
pmo pier 4,cpa port,Empties,export,foreign,june,2022,Jun-22,Q2_2022,
pmo pier 4,cpa port,Fulls,inbound,domestic,june,2022,Jun-22,Q2_2022,
pmo pier 4,cpa port,Empties,inbound,domestic,june,2022,Jun-22,Q2_2022,
pmo pier 4,cpa port,Fulls,outbound,domestic,june,2022,Jun-22,Q2_2022,
pmo pier 4,cpa port,Empties,outbound,domestic,june,2022,Jun-22,Q2_2022,
pmo pier 4,cpa port,Fulls,import,foreign,june,2022,Jun-22,Q2_2022,
pmo pier 4,cpa port,Empties,import,foreign,june,2022,Jun-22,Q2_2022,
pmo pier 4,cpa port,Fulls,export,foreign,june,2022,Jun-22,Q2_2022,
pmo pier 4,cpa port,Empties,export,foreign,june,2022,Jun-22,Q2_2022,
pmo pier 3,cpa port,Fulls,inbound,domestic,june,2022,Jun-22,Q2_2022,323
pmo pier 3,cpa port,Empties,inbound,domestic,june,2022,Jun-22,Q2_2022,232.5
pmo pier 3,cpa port,Fulls,outbound,domestic,june,2022,Jun-22,Q2_2022,530
pmo pier 3,cpa port,Empties,outbound,domestic,june,2022,Jun-22,Q2_2022,0
pmo pier 3,cpa port,Fulls,import,foreign,june,2022,Jun-22,Q2_2022,
pmo pier 3,cpa port,Empties,import,foreign,june,2022,Jun-22,Q2_2022,
pmo pier 3,cpa port,Fulls,export,foreign,june,2022,Jun-22,Q2_2022,
pmo pier 3,cpa port,Empties,export,foreign,june,2022,Jun-22,Q2_2022,
pmo pier 1,cpa port,Fulls,Inbound,Domestic,June,2022,Jun-22,Q2_2022,291.5
pmo pier 1,cpa port,Empties,Inbound,Domestic,June,2022,Jun-22,Q2_2022,548
pmo pier 1,cpa port,Fulls,Outbound,Domestic,June,2022,Jun-22,Q2_2022,764
pmo pier 1,cpa port,Empties,Outbound,Domestic,June,2022,Jun-22,Q2_2022,48
pmo pier 1,private port,Fulls,Inbound,Domestic,June,2022,Jun-22,Q2_2022,2746
pmo pier 1,private port,Empties,Inbound,Domestic,June,2022,Jun-22,Q2_2022,61
pmo pier 1,private port,Fulls,Outbound,Domestic,June,2022,Jun-22,Q2_2022,424
pmo pier 1,private port,Empties,Outbound,Domestic,June,2022,Jun-22,Q2_2022,2401
pmo mandaue,private port,Fulls,inbound,domestic,june,2022,Jun-22,Q2_2022,2109
pmo mandaue,private port,Empties,inbound,domestic,june,2022,Jun-22,Q2_2022,120
pmo mandaue,private port,Fulls,outbound,domestic,june,2022,Jun-22,Q2_2022,1989
pmo mandaue,private port,Empties,outbound,domestic,june,2022,Jun-22,Q2_2022,
pmo mandaue,private port,Fulls,import,foreign,june,2022,Jun-22,Q2_2022,
pmo mandaue,private port,Empties,import,foreign,june,2022,Jun-22,Q2_2022,
pmo mandaue,private port,Fulls,export,foreign,june,2022,Jun-22,Q2_2022,
pmo mandaue,private port,Empties,export,foreign,june,2022,Jun-22,Q2_2022,
pmo mandaue,cpa port,Fulls,inbound,domestic,june,2022,Jun-22,Q2_2022,
pmo mandaue,cpa port,Empties,inbound,domestic,june,2022,Jun-22,Q2_2022,
pmo mandaue,cpa port,Fulls,outbound,domestic,june,2022,Jun-22,Q2_2022,
pmo mandaue,cpa port,Empties,outbound,domestic,june,2022,Jun-22,Q2_2022,
pmo mandaue,cpa port,Fulls,import,foreign,june,2022,Jun-22,Q2_2022,
pmo mandaue,cpa port,Empties,import,foreign,june,2022,Jun-22,Q2_2022,
pmo mandaue,cpa port,Fulls,export,foreign,june,2022,Jun-22,Q2_2022,
pmo mandaue,cpa port,Empties,export,foreign,june,2022,Jun-22,Q2_2022,
pmo mandaue,lgu port,Fulls,inbound,domestic,june,2022,Jun-22,Q2_2022,
pmo mandaue,lgu port,Empties,inbound,domestic,june,2022,Jun-22,Q2_2022,
pmo mandaue,lgu port,Fulls,outbound,domestic,june,2022,Jun-22,Q2_2022,
pmo mandaue,lgu port,Empties,outbound,domestic,june,2022,Jun-22,Q2_2022,
pmo mandaue,lgu port,Fulls,import,foreign,june,2022,Jun-22,Q2_2022,
pmo mandaue,lgu port,Empties,import,foreign,june,2022,Jun-22,Q2_2022,
pmo mandaue,lgu port,Fulls,export,foreign,june,2022,Jun-22,Q2_2022,
pmo mandaue,lgu port,Empties,export,foreign,june,2022,Jun-22,Q2_2022,
pmo argao,cpa port,Fulls,inbound,domestic,june,2022,Jun-22,Q2_2022,
pmo argao,cpa port,Empties,inbound,domestic,june,2022,Jun-22,Q2_2022,
pmo argao,cpa port,Fulls,outbound,domestic,june,2022,Jun-22,Q2_2022,
pmo argao,cpa port,Empties,outbound,domestic,june,2022,Jun-22,Q2_2022,
pmo argao,cpa port,Fulls,import,foreign,june,2022,Jun-22,Q2_2022,
pmo argao,cpa port,Empties,import,foreign,june,2022,Jun-22,Q2_2022,
pmo argao,cpa port,Fulls,export,foreign,june,2022,Jun-22,Q2_2022,
pmo argao,cpa port,Empties,export,foreign,june,2022,Jun-22,Q2_2022,
pmo argao,lgu port,Fulls,inbound,domestic,june,2022,Jun-22,Q2_2022,
pmo argao,lgu port,Empties,inbound,domestic,june,2022,Jun-22,Q2_2022,
pmo argao,lgu port,Fulls,outbound,domestic,june,2022,Jun-22,Q2_2022,
pmo argao,lgu port,Empties,outbound,domestic,june,2022,Jun-22,Q2_2022,
pmo argao,lgu port,Fulls,import,foreign,june,2022,Jun-22,Q2_2022,
pmo argao,lgu port,Empties,import,foreign,june,2022,Jun-22,Q2_2022,
pmo argao,lgu port,Fulls,export,foreign,june,2022,Jun-22,Q2_2022,
pmo argao,lgu port,Empties,export,foreign,june,2022,Jun-22,Q2_2022,
pmo argao,private port,Fulls,inbound,domestic,june,2022,Jun-22,Q2_2022,
pmo argao,private port,Empties,inbound,domestic,june,2022,Jun-22,Q2_2022,658
pmo argao,private port,Fulls,outbound,domestic,june,2022,Jun-22,Q2_2022,654
pmo argao,private port,Empties,outbound,domestic,june,2022,Jun-22,Q2_2022,
pmo argao,private port,Fulls,import,foreign,june,2022,Jun-22,Q2_2022,
pmo argao,private port,Empties,import,foreign,june,2022,Jun-22,Q2_2022,
pmo argao,private port,Fulls,export,foreign,june,2022,Jun-22,Q2_2022,
pmo argao,private port,Empties,export,foreign,june,2022,Jun-22,Q2_2022,
pmo cip,cpa port,Fulls,inbound,domestic,july,2022,Jul-22,Q3_2022,1025
pmo cip,cpa port,Empties,inbound,domestic,july,2022,Jul-22,Q3_2022,
pmo cip,cpa port,Fulls,outbound,domestic,july,2022,Jul-22,Q3_2022,523
pmo cip,cpa port,Empties,outbound,domestic,july,2022,Jul-22,Q3_2022,219
pmo cip,cpa port,Fulls,import,foreign,july,2022,Jul-22,Q3_2022,17934
pmo cip,cpa port,Empties,import,foreign,july,2022,Jul-22,Q3_2022,56
pmo cip,cpa port,Fulls,export,foreign,july,2022,Jul-22,Q3_2022,4458
pmo cip,cpa port,Empties,export,foreign,july,2022,Jul-22,Q3_2022,13243
pmo cip,lgu port,Fulls,inbound,domestic,july,2022,Jul-22,Q3_2022,
pmo cip,lgu port,Empties,inbound,domestic,july,2022,Jul-22,Q3_2022,
pmo cip,lgu port,Fulls,outbound,domestic,july,2022,Jul-22,Q3_2022,
pmo cip,lgu port,Empties,outbound,domestic,july,2022,Jul-22,Q3_2022,
pmo cip,lgu port,Fulls,import,foreign,july,2022,Jul-22,Q3_2022,
pmo cip,lgu port,Empties,import,foreign,july,2022,Jul-22,Q3_2022,
pmo cip,lgu port,Fulls,export,foreign,july,2022,Jul-22,Q3_2022,
pmo cip,lgu port,Empties,export,foreign,july,2022,Jul-22,Q3_2022,
pmo cip,private port,Fulls,inbound,domestic,july,2022,Jul-22,Q3_2022,
pmo cip,private port,Empties,inbound,domestic,july,2022,Jul-22,Q3_2022,
pmo cip,private port,Fulls,outbound,domestic,july,2022,Jul-22,Q3_2022,
pmo cip,private port,Empties,outbound,domestic,july,2022,Jul-22,Q3_2022,
pmo cip,private port,Fulls,import,foreign,july,2022,Jul-22,Q3_2022,
pmo cip,private port,Empties,import,foreign,july,2022,Jul-22,Q3_2022,
pmo cip,private port,Fulls,export,foreign,july,2022,Jul-22,Q3_2022,
pmo cip,private port,Empties,export,foreign,july,2022,Jul-22,Q3_2022,
pmo pier 4,cpa port,Fulls,inbound,domestic,july,2022,Jul-22,Q3_2022,14223.5
pmo pier 4,cpa port,Empties,inbound,domestic,july,2022,Jul-22,Q3_2022,524
pmo pier 4,cpa port,Fulls,outbound,domestic,july,2022,Jul-22,Q3_2022,9424.5
pmo pier 4,cpa port,Empties,outbound,domestic,july,2022,Jul-22,Q3_2022,4061
pmo pier 4,cpa port,Fulls,import,foreign,july,2022,Jul-22,Q3_2022,
pmo pier 4,cpa port,Empties,import,foreign,july,2022,Jul-22,Q3_2022,
pmo pier 4,cpa port,Fulls,export,foreign,july,2022,Jul-22,Q3_2022,
pmo pier 4,cpa port,Empties,export,foreign,july,2022,Jul-22,Q3_2022,
pmo pier 4,cpa port,Fulls,inbound,domestic,july,2022,Jul-22,Q3_2022,
pmo pier 4,cpa port,Empties,inbound,domestic,july,2022,Jul-22,Q3_2022,
pmo pier 4,cpa port,Fulls,outbound,domestic,july,2022,Jul-22,Q3_2022,
pmo pier 4,cpa port,Empties,outbound,domestic,july,2022,Jul-22,Q3_2022,
pmo pier 4,cpa port,Fulls,import,foreign,july,2022,Jul-22,Q3_2022,
pmo pier 4,cpa port,Empties,import,foreign,july,2022,Jul-22,Q3_2022,
pmo pier 4,cpa port,Fulls,export,foreign,july,2022,Jul-22,Q3_2022,
pmo pier 4,cpa port,Empties,export,foreign,july,2022,Jul-22,Q3_2022,
pmo pier 3,cpa port,Fulls,inbound,domestic,july,2022,Jul-22,Q3_2022,160.5
pmo pier 3,cpa port,Empties,inbound,domestic,july,2022,Jul-22,Q3_2022,230.5
pmo pier 3,cpa port,Fulls,outbound,domestic,july,2022,Jul-22,Q3_2022,353
pmo pier 3,cpa port,Empties,outbound,domestic,july,2022,Jul-22,Q3_2022,0
pmo pier 3,cpa port,Fulls,import,foreign,july,2022,Jul-22,Q3_2022,
pmo pier 3,cpa port,Empties,import,foreign,july,2022,Jul-22,Q3_2022,
pmo pier 3,cpa port,Fulls,export,foreign,july,2022,Jul-22,Q3_2022,
pmo pier 3,cpa port,Empties,export,foreign,july,2022,Jul-22,Q3_2022,
pmo pier 3,lgu port,Fulls,inbound,domestic,july,2022,Jul-22,Q3_2022,
pmo pier 3,lgu port,Empties,inbound,domestic,july,2022,Jul-22,Q3_2022,
pmo pier 3,lgu port,Fulls,outbound,domestic,july,2022,Jul-22,Q3_2022,
pmo pier 3,lgu port,Empties,outbound,domestic,july,2022,Jul-22,Q3_2022,
pmo pier 3,lgu port,Fulls,import,foreign,july,2022,Jul-22,Q3_2022,
pmo pier 3,lgu port,Empties,import,foreign,july,2022,Jul-22,Q3_2022,
pmo pier 3,lgu port,Fulls,export,foreign,july,2022,Jul-22,Q3_2022,
pmo pier 3,lgu port,Empties,export,foreign,july,2022,Jul-22,Q3_2022,
pmo pier 3,private port,Fulls,inbound,domestic,july,2022,Jul-22,Q3_2022,
pmo pier 3,private port,Empties,inbound,domestic,july,2022,Jul-22,Q3_2022,
pmo pier 3,private port,Fulls,outbound,domestic,july,2022,Jul-22,Q3_2022,
pmo pier 3,private port,Empties,outbound,domestic,july,2022,Jul-22,Q3_2022,
pmo pier 3,private port,Fulls,import,foreign,july,2022,Jul-22,Q3_2022,
pmo pier 3,private port,Empties,import,foreign,july,2022,Jul-22,Q3_2022,
pmo pier 3,private port,Fulls,export,foreign,july,2022,Jul-22,Q3_2022,
pmo pier 3,private port,Empties,export,foreign,july,2022,Jul-22,Q3_2022,
pmo pier 1,cpa port,Fulls,Inbound,Domestic,July,2022,Jul-22,Q3_2022,353.5
pmo pier 1,cpa port,Empties,Inbound,Domestic,July,2022,Jul-22,Q3_2022,606
pmo pier 1,cpa port,Fulls,Outbound,Domestic,July,2022,Jul-22,Q3_2022,830
pmo pier 1,cpa port,Empties,Outbound,Domestic,July,2022,Jul-22,Q3_2022,55
pmo pier 1,private port,Fulls,Inbound,Domestic,July,2022,Jul-22,Q3_2022,2910
pmo pier 1,private port,Empties,Inbound,Domestic,July,2022,Jul-22,Q3_2022,80
pmo pier 1,private port,Fulls,Outbound,Domestic,July,2022,Jul-22,Q3_2022,572
pmo pier 1,private port,Empties,Outbound,Domestic,July,2022,Jul-22,Q3_2022,2505
pmo mandaue,private port,Fulls,inbound,domestic,july,2022,Jul-22,Q3_2022,2243
pmo mandaue,private port,Empties,inbound,domestic,july,2022,Jul-22,Q3_2022,30
pmo mandaue,private port,Fulls,outbound,domestic,july,2022,Jul-22,Q3_2022,1678.25
pmo mandaue,private port,Empties,outbound,domestic,july,2022,Jul-22,Q3_2022,100
pmo mandaue,private port,Fulls,import,foreign,july,2022,Jul-22,Q3_2022,
pmo mandaue,private port,Empties,import,foreign,july,2022,Jul-22,Q3_2022,
pmo mandaue,private port,Fulls,export,foreign,july,2022,Jul-22,Q3_2022,
pmo mandaue,private port,Empties,export,foreign,july,2022,Jul-22,Q3_2022,
pmo mandaue,cpa port,Fulls,inbound,domestic,july,2022,Jul-22,Q3_2022,
pmo mandaue,cpa port,Empties,inbound,domestic,july,2022,Jul-22,Q3_2022,
pmo mandaue,cpa port,Fulls,outbound,domestic,july,2022,Jul-22,Q3_2022,
pmo mandaue,cpa port,Empties,outbound,domestic,july,2022,Jul-22,Q3_2022,
pmo mandaue,cpa port,Fulls,import,foreign,july,2022,Jul-22,Q3_2022,
pmo mandaue,cpa port,Empties,import,foreign,july,2022,Jul-22,Q3_2022,
pmo mandaue,cpa port,Fulls,export,foreign,july,2022,Jul-22,Q3_2022,
pmo mandaue,cpa port,Empties,export,foreign,july,2022,Jul-22,Q3_2022,
pmo mandaue,lgu port,Fulls,inbound,domestic,july,2022,Jul-22,Q3_2022,
pmo mandaue,lgu port,Empties,inbound,domestic,july,2022,Jul-22,Q3_2022,
pmo mandaue,lgu port,Fulls,outbound,domestic,july,2022,Jul-22,Q3_2022,
pmo mandaue,lgu port,Empties,outbound,domestic,july,2022,Jul-22,Q3_2022,
pmo mandaue,lgu port,Fulls,import,foreign,july,2022,Jul-22,Q3_2022,
pmo mandaue,lgu port,Empties,import,foreign,july,2022,Jul-22,Q3_2022,
pmo mandaue,lgu port,Fulls,export,foreign,july,2022,Jul-22,Q3_2022,
pmo mandaue,lgu port,Empties,export,foreign,july,2022,Jul-22,Q3_2022,
pmo argao,cpa port,Fulls,inbound,domestic,july,2022,Jul-22,Q3_2022,
pmo argao,cpa port,Empties,inbound,domestic,july,2022,Jul-22,Q3_2022,
pmo argao,cpa port,Fulls,outbound,domestic,july,2022,Jul-22,Q3_2022,
pmo argao,cpa port,Empties,outbound,domestic,july,2022,Jul-22,Q3_2022,
pmo argao,cpa port,Fulls,import,foreign,july,2022,Jul-22,Q3_2022,
pmo argao,cpa port,Empties,import,foreign,july,2022,Jul-22,Q3_2022,
pmo argao,cpa port,Fulls,export,foreign,july,2022,Jul-22,Q3_2022,
pmo argao,cpa port,Empties,export,foreign,july,2022,Jul-22,Q3_2022,
pmo argao,lgu port,Fulls,inbound,domestic,july,2022,Jul-22,Q3_2022,
pmo argao,lgu port,Empties,inbound,domestic,july,2022,Jul-22,Q3_2022,
pmo argao,lgu port,Fulls,outbound,domestic,july,2022,Jul-22,Q3_2022,
pmo argao,lgu port,Empties,outbound,domestic,july,2022,Jul-22,Q3_2022,
pmo argao,lgu port,Fulls,import,foreign,july,2022,Jul-22,Q3_2022,
pmo argao,lgu port,Empties,import,foreign,july,2022,Jul-22,Q3_2022,
