pmo,port_type,ship_type,movement_type,month,year,month_year,Quarter,number_passengers
pmo argao,cpa port,Yacht,embarking,february,2022,Feb-22,Q1_2022,
pmo argao,cpa port,Foreign Cruise,embarking,february,2022,Feb-22,Q1_2022,
pmo argao,lgu port,Conventional,disembarking,february,2022,Feb-22,Q1_2022,521
pmo argao,lgu port,Fastcraft,disembarking,february,2022,Feb-22,Q1_2022,
pmo argao,lgu port,Motor Launch,disembarking,february,2022,Feb-22,Q1_2022,
pmo argao,lgu port,Bay and River,disembarking,february,2022,Feb-22,Q1_2022,
pmo argao,lgu port,Roro,disembarking,february,2022,Feb-22,Q1_2022,
pmo argao,lgu port,Yacht,disembarking,february,2022,Feb-22,Q1_2022,
pmo argao,lgu port,Foreign Cruise,disembarking,february,2022,Feb-22,Q1_2022,
pmo argao,lgu port,Conventional,embarking,february,2022,Feb-22,Q1_2022,
pmo argao,lgu port,Fastcraft,embarking,february,2022,Feb-22,Q1_2022,
pmo argao,lgu port,Motor Launch,embarking,february,2022,Feb-22,Q1_2022,
pmo argao,lgu port,Bay and River,embarking,february,2022,Feb-22,Q1_2022,
pmo argao,lgu port,Roro,embarking,february,2022,Feb-22,Q1_2022,
pmo argao,lgu port,Yacht,embarking,february,2022,Feb-22,Q1_2022,
pmo argao,lgu port,Foreign Cruise,embarking,february,2022,Feb-22,Q1_2022,
pmo argao,private port,Conventional,disembarking,february,2022,Feb-22,Q1_2022,
pmo argao,private port,Fastcraft,disembarking,february,2022,Feb-22,Q1_2022,
pmo argao,private port,Motor Launch,disembarking,february,2022,Feb-22,Q1_2022,
pmo argao,private port,Bay and River,disembarking,february,2022,Feb-22,Q1_2022,
pmo argao,private port,Roro,disembarking,february,2022,Feb-22,Q1_2022,47289
pmo argao,private port,Yacht,disembarking,february,2022,Feb-22,Q1_2022,
pmo argao,private port,Foreign Cruise,disembarking,february,2022,Feb-22,Q1_2022,
pmo argao,private port,Conventional,embarking,february,2022,Feb-22,Q1_2022,
pmo argao,private port,Fastcraft,embarking,february,2022,Feb-22,Q1_2022,
pmo argao,private port,Motor Launch,embarking,february,2022,Feb-22,Q1_2022,
pmo argao,private port,Bay and River,embarking,february,2022,Feb-22,Q1_2022,
pmo argao,private port,Roro,embarking,february,2022,Feb-22,Q1_2022,50958
pmo argao,private port,Yacht,embarking,february,2022,Feb-22,Q1_2022,
pmo argao,private port,Foreign Cruise,embarking,february,2022,Feb-22,Q1_2022,
pmo danao,cpa port,Conventional,disembarking,february,2022,Feb-22,Q1_2022,0
pmo danao,cpa port,Fastcraft,disembarking,february,2022,Feb-22,Q1_2022,1452
pmo danao,cpa port,Motor Launch,disembarking,february,2022,Feb-22,Q1_2022,476
pmo danao,cpa port,Bay and River,disembarking,february,2022,Feb-22,Q1_2022,0
pmo danao,cpa port,Roro,disembarking,february,2022,Feb-22,Q1_2022,16140
pmo danao,cpa port,Yacht,disembarking,february,2022,Feb-22,Q1_2022,0
pmo danao,cpa port,Foreign Cruise,disembarking,february,2022,Feb-22,Q1_2022,0
pmo danao,cpa port,Conventional,embarking,february,2022,Feb-22,Q1_2022,0
pmo danao,cpa port,Fastcraft,embarking,february,2022,Feb-22,Q1_2022,1655
pmo danao,cpa port,Motor Launch,embarking,february,2022,Feb-22,Q1_2022,542
pmo danao,cpa port,Bay and River,embarking,february,2022,Feb-22,Q1_2022,0
pmo danao,cpa port,Roro,embarking,february,2022,Feb-22,Q1_2022,18512
pmo danao,cpa port,Yacht,embarking,february,2022,Feb-22,Q1_2022,0
pmo danao,cpa port,Foreign Cruise,embarking,february,2022,Feb-22,Q1_2022,0
pmo danao,lgu port,Conventional,disembarking,february,2022,Feb-22,Q1_2022,0
pmo danao,lgu port,Fastcraft,disembarking,february,2022,Feb-22,Q1_2022,0
pmo danao,lgu port,Motor Launch,disembarking,february,2022,Feb-22,Q1_2022,0
pmo danao,lgu port,Bay and River,disembarking,february,2022,Feb-22,Q1_2022,0
pmo danao,lgu port,Roro,disembarking,february,2022,Feb-22,Q1_2022,0
pmo danao,lgu port,Yacht,disembarking,february,2022,Feb-22,Q1_2022,0
pmo danao,lgu port,Foreign Cruise,disembarking,february,2022,Feb-22,Q1_2022,0
pmo danao,lgu port,Conventional,embarking,february,2022,Feb-22,Q1_2022,0
pmo danao,lgu port,Fastcraft,embarking,february,2022,Feb-22,Q1_2022,0
pmo danao,lgu port,Motor Launch,embarking,february,2022,Feb-22,Q1_2022,0
pmo danao,lgu port,Bay and River,embarking,february,2022,Feb-22,Q1_2022,0
pmo danao,lgu port,Roro,embarking,february,2022,Feb-22,Q1_2022,0
pmo danao,lgu port,Yacht,embarking,february,2022,Feb-22,Q1_2022,0
pmo danao,lgu port,Foreign Cruise,embarking,february,2022,Feb-22,Q1_2022,0
pmo danao,private port,Conventional,disembarking,february,2022,Feb-22,Q1_2022,0
pmo danao,private port,Fastcraft,disembarking,february,2022,Feb-22,Q1_2022,0
pmo danao,private port,Motor Launch,disembarking,february,2022,Feb-22,Q1_2022,0
pmo danao,private port,Bay and River,disembarking,february,2022,Feb-22,Q1_2022,0
pmo danao,private port,Roro,disembarking,february,2022,Feb-22,Q1_2022,14077
pmo danao,private port,Yacht,disembarking,february,2022,Feb-22,Q1_2022,0
pmo danao,private port,Foreign Cruise,disembarking,february,2022,Feb-22,Q1_2022,0
pmo danao,private port,Conventional,embarking,february,2022,Feb-22,Q1_2022,0
pmo danao,private port,Fastcraft,embarking,february,2022,Feb-22,Q1_2022,0
pmo danao,private port,Motor Launch,embarking,february,2022,Feb-22,Q1_2022,0
pmo danao,private port,Bay and River,embarking,february,2022,Feb-22,Q1_2022,0
pmo danao,private port,Roro,embarking,february,2022,Feb-22,Q1_2022,12310
pmo danao,private port,Yacht,embarking,february,2022,Feb-22,Q1_2022,0
pmo danao,private port,Foreign Cruise,embarking,february,2022,Feb-22,Q1_2022,0
pmo pier 4,cpa port,Conventional,disembarking,march,2022,Mar-22,Q1_2022,
pmo pier 4,cpa port,Fastcraft,disembarking,march,2022,Mar-22,Q1_2022,
pmo pier 4,cpa port,Motor Launch,disembarking,march,2022,Mar-22,Q1_2022,
pmo pier 4,cpa port,Bay and River,disembarking,march,2022,Mar-22,Q1_2022,
pmo pier 4,cpa port,Roro,disembarking,march,2022,Mar-22,Q1_2022,66395
pmo pier 4,cpa port,Yacht,disembarking,march,2022,Mar-22,Q1_2022,
pmo pier 4,cpa port,Foreign Cruise,disembarking,march,2022,Mar-22,Q1_2022,
pmo pier 4,cpa port,Conventional,embarking,march,2022,Mar-22,Q1_2022,
pmo pier 4,cpa port,Fastcraft,embarking,march,2022,Mar-22,Q1_2022,
pmo pier 4,cpa port,Motor Launch,embarking,march,2022,Mar-22,Q1_2022,
pmo pier 4,cpa port,Bay and River,embarking,march,2022,Mar-22,Q1_2022,
pmo pier 4,cpa port,Roro,embarking,march,2022,Mar-22,Q1_2022,64125
pmo pier 4,cpa port,Yacht,embarking,march,2022,Mar-22,Q1_2022,
pmo pier 4,cpa port,Foreign Cruise,embarking,march,2022,Mar-22,Q1_2022,
pmo pier 3,cpa port,Conventional,disembarking,march,2022,Mar-22,Q1_2022,8222
pmo pier 3,cpa port,Fastcraft,disembarking,march,2022,Mar-22,Q1_2022,11344
pmo pier 3,cpa port,Motor Launch,disembarking,march,2022,Mar-22,Q1_2022,0
pmo pier 3,cpa port,Bay and River,disembarking,march,2022,Mar-22,Q1_2022,53187
pmo pier 3,cpa port,Roro,disembarking,march,2022,Mar-22,Q1_2022,10284
pmo pier 3,cpa port,Yacht,disembarking,march,2022,Mar-22,Q1_2022,0
pmo pier 3,cpa port,Foreign Cruise,disembarking,march,2022,Mar-22,Q1_2022,0
pmo pier 3,cpa port,Conventional,embarking,march,2022,Mar-22,Q1_2022,7138
pmo pier 3,cpa port,Fastcraft,embarking,march,2022,Mar-22,Q1_2022,9554
pmo pier 3,cpa port,Motor Launch,embarking,march,2022,Mar-22,Q1_2022,0
pmo pier 3,cpa port,Bay and River,embarking,march,2022,Mar-22,Q1_2022,52679
pmo pier 3,cpa port,Roro,embarking,march,2022,Mar-22,Q1_2022,8872
pmo pier 3,cpa port,Yacht,embarking,march,2022,Mar-22,Q1_2022,0
pmo pier 3,cpa port,Foreign Cruise,embarking,march,2022,Mar-22,Q1_2022,0
pmo mandaue,private port,Conventional,disembarking,march,2022,Mar-22,Q1_2022,73
pmo mandaue,private port,Fastcraft,disembarking,march,2022,Mar-22,Q1_2022,
pmo mandaue,private port,Motor Launch,disembarking,march,2022,Mar-22,Q1_2022,
pmo mandaue,private port,Bay and River,disembarking,march,2022,Mar-22,Q1_2022,
pmo mandaue,private port,Roro,disembarking,march,2022,Mar-22,Q1_2022,506
pmo mandaue,private port,Yacht,disembarking,march,2022,Mar-22,Q1_2022,
pmo mandaue,private port,Foreign Cruise,disembarking,march,2022,Mar-22,Q1_2022,
pmo mandaue,private port,Conventional,embarking,march,2022,Mar-22,Q1_2022,69
pmo mandaue,private port,Fastcraft,embarking,march,2022,Mar-22,Q1_2022,
pmo mandaue,private port,Motor Launch,embarking,march,2022,Mar-22,Q1_2022,
pmo mandaue,private port,Bay and River,embarking,march,2022,Mar-22,Q1_2022,
pmo mandaue,private port,Roro,embarking,march,2022,Mar-22,Q1_2022,656
pmo mandaue,private port,Yacht,embarking,march,2022,Mar-22,Q1_2022,
pmo mandaue,private port,Foreign Cruise,embarking,march,2022,Mar-22,Q1_2022,
pmo mandaue,cpa port,Conventional,disembarking,march,2022,Mar-22,Q1_2022,9
pmo mandaue,cpa port,Fastcraft,disembarking,march,2022,Mar-22,Q1_2022,
pmo mandaue,cpa port,Motor Launch,disembarking,march,2022,Mar-22,Q1_2022,
pmo mandaue,cpa port,Bay and River,disembarking,march,2022,Mar-22,Q1_2022,43244
pmo mandaue,cpa port,Roro,disembarking,march,2022,Mar-22,Q1_2022,1060
pmo mandaue,cpa port,Yacht,disembarking,march,2022,Mar-22,Q1_2022,
pmo mandaue,cpa port,Foreign Cruise,disembarking,march,2022,Mar-22,Q1_2022,
pmo mandaue,cpa port,Conventional,embarking,march,2022,Mar-22,Q1_2022,9
pmo mandaue,cpa port,Fastcraft,embarking,march,2022,Mar-22,Q1_2022,
pmo mandaue,cpa port,Motor Launch,embarking,march,2022,Mar-22,Q1_2022,
pmo mandaue,cpa port,Bay and River,embarking,march,2022,Mar-22,Q1_2022,37344
pmo mandaue,cpa port,Roro,embarking,march,2022,Mar-22,Q1_2022,918
pmo mandaue,cpa port,Yacht,embarking,march,2022,Mar-22,Q1_2022,
pmo mandaue,cpa port,Foreign Cruise,embarking,march,2022,Mar-22,Q1_2022,
pmo mandaue,lgu port,Conventional,disembarking,march,2022,Mar-22,Q1_2022,22
pmo mandaue,lgu port,Fastcraft,disembarking,march,2022,Mar-22,Q1_2022,
pmo mandaue,lgu port,Motor Launch,disembarking,march,2022,Mar-22,Q1_2022,
pmo mandaue,lgu port,Bay and River,disembarking,march,2022,Mar-22,Q1_2022,41221
pmo mandaue,lgu port,Roro,disembarking,march,2022,Mar-22,Q1_2022,969
pmo mandaue,lgu port,Yacht,disembarking,march,2022,Mar-22,Q1_2022,
pmo mandaue,lgu port,Foreign Cruise,disembarking,march,2022,Mar-22,Q1_2022,
pmo mandaue,lgu port,Conventional,embarking,march,2022,Mar-22,Q1_2022,22
pmo mandaue,lgu port,Fastcraft,embarking,march,2022,Mar-22,Q1_2022,
pmo mandaue,lgu port,Motor Launch,embarking,march,2022,Mar-22,Q1_2022,
pmo mandaue,lgu port,Bay and River,embarking,march,2022,Mar-22,Q1_2022,35942
pmo mandaue,lgu port,Roro,embarking,march,2022,Mar-22,Q1_2022,874
pmo mandaue,lgu port,Yacht,embarking,march,2022,Mar-22,Q1_2022,
pmo mandaue,lgu port,Foreign Cruise,embarking,march,2022,Mar-22,Q1_2022,
pmo danao,cpa port,Conventional,disembarking,march,2022,Mar-22,Q1_2022,
pmo danao,cpa port,Fastcraft,disembarking,march,2022,Mar-22,Q1_2022,
pmo danao,cpa port,Motor Launch,disembarking,march,2022,Mar-22,Q1_2022,4854
pmo danao,cpa port,Bay and River,disembarking,march,2022,Mar-22,Q1_2022,
pmo danao,cpa port,Roro,disembarking,march,2022,Mar-22,Q1_2022,27947
pmo danao,cpa port,Yacht,disembarking,march,2022,Mar-22,Q1_2022,
pmo danao,cpa port,Foreign Cruise,disembarking,march,2022,Mar-22,Q1_2022,
pmo danao,cpa port,Conventional,embarking,march,2022,Mar-22,Q1_2022,
pmo danao,cpa port,Fastcraft,embarking,march,2022,Mar-22,Q1_2022,
pmo danao,cpa port,Motor Launch,embarking,march,2022,Mar-22,Q1_2022,4036
pmo danao,cpa port,Bay and River,embarking,march,2022,Mar-22,Q1_2022,
pmo danao,cpa port,Roro,embarking,march,2022,Mar-22,Q1_2022,29576
pmo danao,cpa port,Yacht,embarking,march,2022,Mar-22,Q1_2022,
pmo danao,cpa port,Foreign Cruise,embarking,march,2022,Mar-22,Q1_2022,
pmo danao,lgu port,Conventional,disembarking,march,2022,Mar-22,Q1_2022,
pmo danao,lgu port,Fastcraft,disembarking,march,2022,Mar-22,Q1_2022,
pmo danao,lgu port,Motor Launch,disembarking,march,2022,Mar-22,Q1_2022,
pmo danao,lgu port,Bay and River,disembarking,march,2022,Mar-22,Q1_2022,
pmo danao,lgu port,Roro,disembarking,march,2022,Mar-22,Q1_2022,
pmo danao,lgu port,Yacht,disembarking,march,2022,Mar-22,Q1_2022,
pmo danao,lgu port,Foreign Cruise,disembarking,march,2022,Mar-22,Q1_2022,
pmo danao,lgu port,Conventional,embarking,march,2022,Mar-22,Q1_2022,
pmo danao,lgu port,Fastcraft,embarking,march,2022,Mar-22,Q1_2022,
pmo danao,lgu port,Motor Launch,embarking,march,2022,Mar-22,Q1_2022,
pmo danao,lgu port,Bay and River,embarking,march,2022,Mar-22,Q1_2022,
pmo danao,lgu port,Roro,embarking,march,2022,Mar-22,Q1_2022,
pmo danao,lgu port,Yacht,embarking,march,2022,Mar-22,Q1_2022,
pmo danao,lgu port,Foreign Cruise,embarking,march,2022,Mar-22,Q1_2022,
pmo danao,private port,Conventional,disembarking,march,2022,Mar-22,Q1_2022,
pmo danao,private port,Fastcraft,disembarking,march,2022,Mar-22,Q1_2022,
pmo danao,private port,Motor Launch,disembarking,march,2022,Mar-22,Q1_2022,
pmo danao,private port,Bay and River,disembarking,march,2022,Mar-22,Q1_2022,
pmo danao,private port,Roro,disembarking,march,2022,Mar-22,Q1_2022,28665
pmo danao,private port,Yacht,disembarking,march,2022,Mar-22,Q1_2022,
pmo danao,private port,Foreign Cruise,disembarking,march,2022,Mar-22,Q1_2022,
pmo danao,private port,Conventional,embarking,march,2022,Mar-22,Q1_2022,
pmo danao,private port,Fastcraft,embarking,march,2022,Mar-22,Q1_2022,
pmo danao,private port,Motor Launch,embarking,march,2022,Mar-22,Q1_2022,
pmo danao,private port,Bay and River,embarking,march,2022,Mar-22,Q1_2022,
pmo danao,private port,Roro,embarking,march,2022,Mar-22,Q1_2022,24903
pmo danao,private port,Yacht,embarking,march,2022,Mar-22,Q1_2022,
pmo danao,private port,Foreign Cruise,embarking,march,2022,Mar-22,Q1_2022,
pmo sta fe,cpa port,Conventional,disembarking,march,2022,Mar-22,Q1_2022,
pmo sta fe,cpa port,Fastcraft,disembarking,march,2022,Mar-22,Q1_2022,324
pmo sta fe,cpa port,Motor Launch,disembarking,march,2022,Mar-22,Q1_2022,1153
pmo sta fe,cpa port,Bay and River,disembarking,march,2022,Mar-22,Q1_2022,2332
pmo sta fe,cpa port,Roro,disembarking,march,2022,Mar-22,Q1_2022,74189
pmo sta fe,cpa port,Yacht,disembarking,march,2022,Mar-22,Q1_2022,
pmo sta fe,cpa port,Foreign Cruise,disembarking,march,2022,Mar-22,Q1_2022,
pmo sta fe,cpa port,Conventional,embarking,march,2022,Mar-22,Q1_2022,
pmo sta fe,cpa port,Fastcraft,embarking,march,2022,Mar-22,Q1_2022,540
pmo sta fe,cpa port,Motor Launch,embarking,march,2022,Mar-22,Q1_2022,1313
pmo sta fe,cpa port,Bay and River,embarking,march,2022,Mar-22,Q1_2022,4326
pmo sta fe,cpa port,Roro,embarking,march,2022,Mar-22,Q1_2022,73926
pmo sta fe,cpa port,Yacht,embarking,march,2022,Mar-22,Q1_2022,
pmo sta fe,cpa port,Foreign Cruise,embarking,march,2022,Mar-22,Q1_2022,
pmo sta fe,lgu port,Conventional,disembarking,march,2022,Mar-22,Q1_2022,
pmo sta fe,lgu port,Fastcraft,disembarking,march,2022,Mar-22,Q1_2022,
pmo sta fe,lgu port,Motor Launch,disembarking,march,2022,Mar-22,Q1_2022,1259
pmo sta fe,lgu port,Bay and River,disembarking,march,2022,Mar-22,Q1_2022,
pmo sta fe,lgu port,Roro,disembarking,march,2022,Mar-22,Q1_2022,5562
pmo sta fe,lgu port,Yacht,disembarking,march,2022,Mar-22,Q1_2022,
pmo sta fe,lgu port,Foreign Cruise,disembarking,march,2022,Mar-22,Q1_2022,
pmo sta fe,lgu port,Conventional,embarking,march,2022,Mar-22,Q1_2022,
pmo sta fe,lgu port,Fastcraft,embarking,march,2022,Mar-22,Q1_2022,
pmo sta fe,lgu port,Motor Launch,embarking,march,2022,Mar-22,Q1_2022,762
pmo sta fe,lgu port,Bay and River,embarking,march,2022,Mar-22,Q1_2022,
pmo sta fe,lgu port,Roro,embarking,march,2022,Mar-22,Q1_2022,4193
pmo sta fe,lgu port,Yacht,embarking,march,2022,Mar-22,Q1_2022,
pmo sta fe,lgu port,Foreign Cruise,embarking,march,2022,Mar-22,Q1_2022,
pmo sta fe,private port,Conventional,disembarking,march,2022,Mar-22,Q1_2022,
pmo sta fe,private port,Fastcraft,disembarking,march,2022,Mar-22,Q1_2022,
pmo sta fe,private port,Motor Launch,disembarking,march,2022,Mar-22,Q1_2022,
pmo sta fe,private port,Bay and River,disembarking,march,2022,Mar-22,Q1_2022,
pmo sta fe,private port,Roro,disembarking,march,2022,Mar-22,Q1_2022,
pmo sta fe,private port,Yacht,disembarking,march,2022,Mar-22,Q1_2022,
pmo sta fe,private port,Foreign Cruise,disembarking,march,2022,Mar-22,Q1_2022,
pmo sta fe,private port,Conventional,embarking,march,2022,Mar-22,Q1_2022,
pmo sta fe,private port,Fastcraft,embarking,march,2022,Mar-22,Q1_2022,
pmo sta fe,private port,Motor Launch,embarking,march,2022,Mar-22,Q1_2022,
pmo sta fe,private port,Bay and River,embarking,march,2022,Mar-22,Q1_2022,
pmo sta fe,private port,Roro,embarking,march,2022,Mar-22,Q1_2022,
pmo sta fe,private port,Yacht,embarking,march,2022,Mar-22,Q1_2022,
pmo sta fe,private port,Foreign Cruise,embarking,march,2022,Mar-22,Q1_2022,
pmo toledo,cpa port,Conventional,disembarking,march,2022,Mar-22,Q1_2022,
pmo toledo,cpa port,Fastcraft,disembarking,march,2022,Mar-22,Q1_2022,
pmo toledo,cpa port,Motor Launch,disembarking,march,2022,Mar-22,Q1_2022,
pmo toledo,cpa port,Bay and River,disembarking,march,2022,Mar-22,Q1_2022,
pmo toledo,cpa port,Roro,disembarking,march,2022,Mar-22,Q1_2022,29563
pmo toledo,cpa port,Yacht,disembarking,march,2022,Mar-22,Q1_2022,
pmo toledo,cpa port,Foreign Cruise,disembarking,march,2022,Mar-22,Q1_2022,
pmo toledo,cpa port,Conventional,embarking,march,2022,Mar-22,Q1_2022,
pmo toledo,cpa port,Fastcraft,embarking,march,2022,Mar-22,Q1_2022,
pmo toledo,cpa port,Motor Launch,embarking,march,2022,Mar-22,Q1_2022,
pmo toledo,cpa port,Bay and River,embarking,march,2022,Mar-22,Q1_2022,
pmo toledo,cpa port,Roro,embarking,march,2022,Mar-22,Q1_2022,26881
pmo toledo,cpa port,Yacht,embarking,march,2022,Mar-22,Q1_2022,
pmo toledo,cpa port,Foreign Cruise,embarking,march,2022,Mar-22,Q1_2022,
pmo toledo,lgu port,Conventional,disembarking,march,2022,Mar-22,Q1_2022,
pmo toledo,lgu port,Fastcraft,disembarking,march,2022,Mar-22,Q1_2022,
pmo toledo,lgu port,Motor Launch,disembarking,march,2022,Mar-22,Q1_2022,
pmo toledo,lgu port,Bay and River,disembarking,march,2022,Mar-22,Q1_2022,
pmo toledo,lgu port,Roro,disembarking,march,2022,Mar-22,Q1_2022,15569
pmo toledo,lgu port,Yacht,disembarking,march,2022,Mar-22,Q1_2022,
pmo toledo,lgu port,Foreign Cruise,disembarking,march,2022,Mar-22,Q1_2022,
pmo toledo,lgu port,Conventional,embarking,march,2022,Mar-22,Q1_2022,
pmo toledo,lgu port,Fastcraft,embarking,march,2022,Mar-22,Q1_2022,
pmo toledo,lgu port,Motor Launch,embarking,march,2022,Mar-22,Q1_2022,
pmo toledo,lgu port,Bay and River,embarking,march,2022,Mar-22,Q1_2022,
pmo toledo,lgu port,Roro,embarking,march,2022,Mar-22,Q1_2022,14786
pmo toledo,lgu port,Yacht,embarking,march,2022,Mar-22,Q1_2022,
pmo toledo,lgu port,Foreign Cruise,embarking,march,2022,Mar-22,Q1_2022,
pmo toledo,private port,Conventional,disembarking,march,2022,Mar-22,Q1_2022,
pmo toledo,private port,Fastcraft,disembarking,march,2022,Mar-22,Q1_2022,
pmo toledo,private port,Motor Launch,disembarking,march,2022,Mar-22,Q1_2022,
pmo toledo,private port,Bay and River,disembarking,march,2022,Mar-22,Q1_2022,
pmo toledo,private port,Roro,disembarking,march,2022,Mar-22,Q1_2022,
pmo toledo,private port,Yacht,disembarking,march,2022,Mar-22,Q1_2022,
pmo toledo,private port,Foreign Cruise,disembarking,march,2022,Mar-22,Q1_2022,
pmo toledo,private port,Conventional,embarking,march,2022,Mar-22,Q1_2022,
pmo toledo,private port,Fastcraft,embarking,march,2022,Mar-22,Q1_2022,
pmo toledo,private port,Motor Launch,embarking,march,2022,Mar-22,Q1_2022,
pmo toledo,private port,Bay and River,embarking,march,2022,Mar-22,Q1_2022,
pmo toledo,private port,Roro,embarking,march,2022,Mar-22,Q1_2022,
pmo toledo,private port,Yacht,embarking,march,2022,Mar-22,Q1_2022,
pmo toledo,private port,Foreign Cruise,embarking,march,2022,Mar-22,Q1_2022,
pmo pier 1,cpa port,Conventional,disembarking,march,2022,Mar-22,Q1_2022,593
pmo pier 1,cpa port,Fastcraft,disembarking,march,2022,Mar-22,Q1_2022,53628
pmo pier 1,cpa port,Roro,disembarking,march,2022,Mar-22,Q1_2022,37596
pmo pier 1,private port,Conventional,disembarking,march,2022,Mar-22,Q1_2022,73
pmo pier 1,cpa port,Conventional,embarking,march,2022,Mar-22,Q1_2022,131
pmo pier 1,cpa port,Fastcraft,embarking,march,2022,Mar-22,Q1_2022,41353
pmo pier 1,cpa port,Roro,embarking,march,2022,Mar-22,Q1_2022,36575
pmo pier 1,private port,Conventional,embarking,march,2022,Mar-22,Q1_2022,81
pmo argao,cpa port,Conventional,disembarking,march,2022,Mar-22,Q1_2022,634
